A0053,A0054,A0055,A0056,A0057,A0058,A0059,A0060,A0061,A0062,A0063,A0064,A0065,A0067,A0068,A0069,A0070,A0071,A0072,A0073,A0074,A0075,A0077,A0079,A0080,A0081,A0083,A0085,A0087,A0088,A0089,A0091,A0093,A0095,A0096,A0097,A0098,A0100,A0102,A0104,A0105,A0107,A0109,A0111,A0112,A0114,A0116,A0118,A0119,A0121,A0123,A0125,A0126,A0127,A0129,A0130,A0131,A0132,A0133,A0134,A0135,A0136,A0137,A0138,A0139,A0140,A0141,A0142,A0143,A0144,A0145,A0146,A0147,A0149,A0150,A0151,A0153,A0154,A0156,A0157,A0158,A0159,A0160,A0161,A0162,A0163,A0164,A0165,A0166,A0167,A0168,A0169,A0170,A0171,A0173,A0174,A0175,A0176,A0177,A0178,A0179,A0180,A0181,A0182,A0183,A0184,A0185,A0186,A0187,A0188,A0189,A0190,A0191,A0192,A0193,A0194,A0195,A0196,A0197,A0198,A0199,A0200,A0201,A0202,A0203,A0204,A0205,A0225,A0226,A0227,A0228,A0229,A0230,AGE_P,ENRK12UG,F_A0053,F_A0054,F_A0055,F_A0056,F_A0057,F_A0058,F_A0059,F_A0060,F_A0061,F_A0062,F_A0063,F_A0064,F_A0065,F_A0067,F_A0068,F_A0069,F_A0070,F_A0071,F_A0072,F_A0073,F_A0074,F_A0075,F_A0077,F_A0079,F_A0080,F_A0081,F_A0083,F_A0085,F_A0087,F_A0088,F_A0089,F_A0091,F_A0093,F_A0095,F_A0096,F_A0097,F_A0098,F_A0100,F_A0102,F_A0104,F_A0105,F_A0107,F_A0109,F_A0111,F_A0112,F_A0114,F_A0116,F_A0118,F_A0119,F_A0121,F_A0123,F_A0125,F_A0126,F_A0127,F_A0129,F_A0130,F_A0131,F_A0132,F_A0133,F_A0134,F_A0135,F_A0136,F_A0137,F_A0138,F_A0139,F_A0140,F_A0141,F_A0142,F_A0143,F_A0144,F_A0145,F_A0146,F_A0147,F_A0149,F_A0150,F_A0151,F_A0153,F_A0154,F_A0156,F_A0157,F_A0158,F_A0159,F_A0160,F_A0161,F_A0162,F_A0163,F_A0164,F_A0165,F_A0166,F_A0167,F_A0168,F_A0169,F_A0170,F_A0171,F_A0173,F_A0174,F_A0175,F_A0176,F_A0177,F_A0178,F_A0179,F_A0180,F_A0181,F_A0182,F_A0183,F_A0184,F_A0185,F_A0186,F_A0187,F_A0188,F_A0189,F_A0190,F_A0191,F_A0192,F_A0193,F_A0194,F_A0195,F_A0196,F_A0197,F_A0198,F_A0199,F_A0200,F_A0201,F_A0202,F_A0203,F_A0204,F_A0205,F_A0225,F_A0226,F_A0227,F_A0228,F_A0229,F_A0230,GL_ACDM,GL_GRW,GL_HMRL,GL_LITCY,GL_MRL,GL_SKL,GL_WRK,MINENR,MINTCH,NAIS_MEM,NUMTCH,PGMTYPE,PRNEXPER,RACETH_P,REGION,RELIG,SBKGD_P,SCHLEVEL,SDLQ_P,SECTOR,STU_TCH,SURVEY,TCHEXPER,TUITIN,URBANIC,AFNLWGT,AREPWT1,AREPWT10,AREPWT11,AREPWT12,AREPWT13,AREPWT14,AREPWT15,AREPWT16,AREPWT17,AREPWT18,AREPWT19,AREPWT2,AREPWT20,AREPWT21,AREPWT22,AREPWT23,AREPWT24,AREPWT25,AREPWT26,AREPWT27,AREPWT28,AREPWT29,AREPWT3,AREPWT30,AREPWT31,AREPWT32,AREPWT33,AREPWT34,AREPWT35,AREPWT36,AREPWT37,AREPWT38,AREPWT39,AREPWT4,AREPWT40,AREPWT41,AREPWT42,AREPWT43,AREPWT44,AREPWT45,AREPWT46,AREPWT47,AREPWT48,AREPWT49,AREPWT5,AREPWT50,AREPWT51,AREPWT52,AREPWT53,AREPWT54,AREPWT55,AREPWT56,AREPWT57,AREPWT58,AREPWT59,AREPWT6,AREPWT60,AREPWT61,AREPWT62,AREPWT63,AREPWT64,AREPWT65,AREPWT66,AREPWT67,AREPWT68,AREPWT69,AREPWT7,AREPWT70,AREPWT71,AREPWT72,AREPWT73,AREPWT74,AREPWT75,AREPWT76,AREPWT77,AREPWT78,AREPWT79,AREPWT8,AREPWT80,AREPWT81,AREPWT82,AREPWT83,AREPWT84,AREPWT85,AREPWT86,AREPWT87,AREPWT88,AREPWT9,CNTLNUM,SCHCNTL
0,0,14,0,-8,2,2,2,2,2,1,2,1,7,4,2,3,3,3,4,3,4,5,4,3,4,5,5,4,3,4,4,4,5,4,4,2,4,1,5,3,1,1,5,3,1,3,5,3,1,2,4,1,3,3,2,2,2,4,3,3,3,3,1,3,3,2,3,3,3,3,2,3,3,4,4,4,4,4,4,4,4,4,3,3,4,1,1,1,1,1,1,2,2,80,1,1,1,2,2,2,2,2,1,2,2,2,2,1,1,1,1,2,2,2,1,2,2,4,4,3,4,3,2,3,4,4,5,4,1,4,-8,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,1,2,1,1,2,2,3,1,0,4,3,1,11,3,14,B,13.97,6,14,3,3,6.1047,11.9219,6.2802,3.5247,6.2109,6.102,3.1677,10.5176,9.8683,12.7124,5.1337,6.3806,5.8063,0,7.6082,0,3.6792,0,6.831,6.6446,8.3696,9.1369,0,4.5163,9.5088,6.7817,5.7159,4.8705,4.2329,11.9516,14.5497,6.4679,6.378,4.0653,5.9759,6.4232,0,10.2276,0,12.8327,11.0074,11.6222,8.0585,3.4564,4.7817,12.4387,9.2601,7.5572,5.5924,5.0079,12.1894,7.8375,7.1596,14.0978,6.3516,4.3711,4.6373,6.1117,8.0288,12.3328,14.5119,4.8356,18.1752,8.2809,4.6121,10.3306,8.8165,12.8207,4.6363,5.5613,9.2608,15.2038,4.9263,7.882,9.2202,8.0327,0,8.4922,6.3364,0,9.3132,7.3221,3.5911,0,5.0292,4.7565,5.5793,9.031,12.0721,104597,106577
2,0,43,0,-8,2,2,2,2,2,2,1,1,9,5,2,3,3,1,3,3,3,5,5,4,5,5,5,5,4,5,5,5,5,4,5,4,4,5,5,4,4,5,5,4,4,5,5,5,5,5,5,3,4,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,1,4,4,4,5,5,5,5,5,5,5,5,4,3,4,3,1,1,1,1,1,2,1,1,100,2,2,2,2,2,2,1,1,2,2,2,1,1,1,1,1,2,2,2,2,1,1,1,4,4,4,4,3,4,4,4,4,3,1,2,4,-8,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2,2,5,2,2,1,2,4,3,1,13,1,19,B,12.46,6,43,1,3,8.7021,8.6661,9.9361,0,28.1189,8.6245,0,23.0377,15.8216,0,11.4737,0,14.951,20.8028,8.9233,25.8767,23.755,7.9935,19.7397,12.3109,11.0242,0,11.6881,8.1858,11.434,11.7784,0,11.5118,17.1438,9.6434,9.1014,0,32.5815,10.5063,11.2979,0,8.2572,0,0,19.1112,16.3943,9.7305,8.8729,8.9646,11.3815,12.3613,13.2489,8.6581,8.8845,22.1179,9.1685,0,0,9.9896,23.2202,0,0,17.1683,10.74,8.9702,11.762,18.5722,19.4765,8.8143,9.7563,10.705,9.7295,0,16.4188,18.0828,19.095,19.3147,0,7.9998,9.1762,0,0,9.1603,19.1681,10.4748,9.092,19.5601,9.4609,13.3182,10.5958,8.8711,8.8403,18.7099,21.4028,102494,103353
8,9,9,0,-8,1,2,2,2,2,2,1,1,5,1,9,3,3,3,3,3,3,5,5,1,5,5,5,5,1,5,2,3,5,1,5,3,3,3,5,3,3,1,5,3,1,5,5,5,3,5,5,1,3,3,3,4,4,4,3,4,4,4,4,4,4,3,4,4,3,3,3,4,5,5,5,5,5,5,4,4,5,5,3,4,4,1,1,1,1,1,1,1,2,95,2,2,2,2,2,2,2,1,2,1,1,1,1,1,1,1,2,2,2,2,1,1,2,4,4,4,3,3,4,4,4,4,3,2,2,4,-8,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,1,2,1,2,2,2,1,1,2,3,1,17,4,3,1,13,1,18,B,14.71,6,9,2,1,10.3945,0,18.9218,9.9764,9.6503,12.8722,11.8678,12.4303,19.2729,10.5728,11.0415,21.6507,9.4807,25.6645,23.3336,0,9.2082,19.445,19.354,8.2913,20.9627,0,0,20.3252,20.7245,0,9.0939,11.765,11.1041,0,0,22.2456,23.2868,12.2088,11.6999,11.7022,13.6768,11.9773,8.3016,0,11.5651,9.7188,9.753,0,0,9.1709,11.3298,0,15.2827,21.3424,19.0727,21.8341,0,9.0051,0,0,9.9317,9.7707,10.3087,0,20.33,19.4469,0,11.3544,0,11.5411,0,12.3778,22.6291,20.1976,10.6018,12.2441,11.0744,0,0,9.7537,0,18.4505,14.9102,19.3574,10.6284,8.4196,10.3844,0,10.4307,9.7914,10.5333,0,19.1717,106581,102036
1,14,19,14,1,1,1,1,2,2,2,1,1,9,2,5,2,3,1,3,3,2,2,5,3,5,2,1,5,3,5,2,4,5,2,5,2,2,1,5,1,1,1,5,3,2,3,5,5,2,2,5,3,3,2,3,3,3,4,4,4,3,4,4,4,4,3,4,3,3,4,2,4,4,4,4,4,4,3,3,3,5,3,2,3,3,1,1,1,1,1,1,2,2,75,2,2,1,1,2,1,2,1,2,2,2,1,2,1,1,1,1,1,1,2,2,2,1,4,2,3,4,2,2,3,4,4,3,1,2,4,-8,2,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2,1,1,2,3,1,15,4,3,1,13,2,18,B,14.48,6,33,3,1,3.4306,0,3.9858,4.514,4.6555,4.2326,2.7443,2.3644,2.0462,3.8255,2.9295,3.0504,6.4746,2.2527,2.9759,0,5.1742,4.6083,8.3215,3.0983,2.2922,0,5.245,5.5463,5.5068,7.1798,0,5.5721,2.3068,2.4915,4.9925,2.0688,2.7539,2.139,0,2.6176,2.9933,2.6542,3.5545,2.874,4.4499,0,8.262,2.6057,7.0579,5.6022,2.3444,5.9103,0,5.8046,6.218,0,0,0,3.1863,5.819,3.2137,9.4362,6.1983,6.2614,2.2468,2.5414,5.079,2.6179,2.7741,5.5258,4.7617,5.6398,2.3624,6.506,2.6404,2.9759,2.0277,0,3.3265,4.3693,4.176,4.6138,4.1301,0,6.7923,2.9989,5.9252,6.7503,0,6.8759,5.8525,0,4.9226,102297,108633
0,26,16,3,2,2,1,2,2,2,2,1,2,9,2,4,3,3,2,2,3,3,3,4,3,4,3,3,4,4,4,3,3,4,3,4,3,2,1,4,3,1,1,5,2,1,3,4,4,3,5,5,2,2,1,1,3,3,3,4,3,3,4,2,3,4,2,3,2,2,3,2,3,3,4,4,4,4,4,4,4,4,4,3,4,4,1,1,1,1,1,1,1,2,65,2,2,1,1,2,1,2,1,1,2,2,1,2,1,1,1,2,2,2,2,1,1,2,3,3,2,4,3,3,3,4,4,3,1,2,4,-8,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,1,1,3,2,3,1,26,4,3,1,10,2,16,B,12.67,6,19,3,2,2.7417,6.9553,3.1919,1.3613,3.2815,3.2889,4.1825,3.0942,3.1201,1.9999,2.6658,2.4836,2.51,3.9301,5.605,5.9226,2.3317,1.642,0,2.4069,1.9458,4.0601,2.0708,2.6972,2.424,2.2641,5.867,1.872,1.8016,3.3081,1.9475,3.6286,4.4163,3.6399,3.899,4.1567,4.7568,3.5517,3.1004,2.7683,1.725,4.969,3.4957,3.9584,2.8796,1.9423,2.2292,0,5.6071,1.9211,1.9383,4.7118,9.9447,5.5558,2.3684,0,2.9585,0,3.4511,2.6572,1.5551,3.1872,1.9206,3.1676,2.5651,0,1.9683,2.133,4.5226,0,3.5781,3.1214,1.745,4.8543,4.5324,1.9478,1.6082,0,2.1002,3.867,0,2.3045,2.1157,0,5.4057,0,0,6.4426,1.8974,108157,111957
24,3,12,0,-8,2,2,2,2,2,1,1,2,1,2,7,3,3,3,3,4,3,5,5,5,3,3,5,4,3,3,3,3,5,3,4,3,3,3,5,3,2,3,5,1,1,5,4,3,1,5,4,3,2,1,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,3,4,5,4,5,4,3,4,2,3,5,3,4,3,3,1,2,1,1,1,2,1,2,90,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,4,3,5,1,4,-8,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,1,2,2,1,1,2,3,1,27,4,3,3,15,3,19,B,15.67,6,12,2,3,11.9094,25.0305,15.9455,9.2914,0,12.7836,0,7.7048,9.8774,9.9722,15.8771,15.8479,0,7.8228,0,20.4239,23.0321,17.2414,14.0066,8.042,11.4198,9.883,12.3462,16.9284,19.5851,21.1718,29.978,9.1456,10.4169,10.061,23.5526,12.2514,0,23.2879,17.7886,9.3481,10.0506,0,8.8557,10.0857,20.8223,5.6515,23.3187,8.7145,0,0,13.2034,16.2266,17.6401,0,0,0,23.157,9.5273,20.4853,6.187,0,9.7485,16.7044,9.51,17.77,0,10.8217,29.8828,0,10.091,8.455,0,8.1625,7.0286,22.421,10.9112,0,6.0568,17.5672,9.8825,7.1418,0,17.0189,8.6667,18.198,10.0973,29.5441,28.5588,31.7031,9.0434,0,0,15.2546,100057,106529
1,0,13,1,1,2,2,1,2,2,2,2,2,4,1,5,4,4,4,3,3,3,3,4,2,3,1,2,4,3,4,1,1,5,1,4,3,1,1,5,3,1,3,5,3,1,4,5,5,1,5,5,1,1,1,4,4,4,4,1,3,2,4,4,4,4,1,4,1,1,1,2,3,2,3,3,5,4,4,5,5,5,5,5,5,4,1,1,1,1,1,1,1,2,85,1,1,2,2,2,2,1,1,2,2,2,1,2,1,1,1,2,1,2,2,2,1,2,3,2,3,3,3,4,2,4,4,4,4,2,4,-8,2,1,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,2,2,1,1,-9,2,-9,-9,1,4,3,3,7,3,11,B,-9,6,14,-9,1,34.5596,22.9007,42.1161,43.5398,44.2091,37.9005,15.1827,22.7786,53.1443,20.7463,0,38.0476,40.3824,23.7903,20.7831,23.3369,25.4863,96.5471,52.214,32.88,84.0987,50.3334,62.6465,57.9557,21.9527,40.7538,27.9006,28.6895,87.4216,0,51.5068,20.4134,23.9531,0,0,77.161,48.6875,20.131,32.8259,29.7746,65.6644,20.25,38.3624,48.6103,52.5956,31.1227,0,29.1838,34.8139,30.7286,67.9095,0,100.1789,60.3004,27.812,57.4233,0,34.4407,42.3573,33.5069,63.599,74.7882,0,37.9657,31.8741,18.5964,31.8563,29.2458,54.6621,23.0184,22.8378,0,62.0623,32.0523,60.2231,31.653,14.8213,42.2527,29.9577,50.8286,56.5298,35.3872,55.8098,28.6483,0,0,40.2976,65.1643,45.5495,109225,111679
3,0,2,3,2,2,2,2,2,2,2,2,2,5,1,7,3,3,4,5,4,3,1,5,1,4,4,1,5,1,5,1,1,3,1,4,1,1,1,5,3,1,1,5,3,1,1,5,5,3,1,1,1,3,1,2,1,4,4,2,3,3,4,4,4,4,3,4,3,2,2,2,3,4,3,5,4,5,4,3,4,5,3,3,3,2,1,1,1,1,1,2,1,2,100,2,2,2,2,2,2,2,1,1,1,1,2,1,2,2,-8,-8,-8,-8,-8,-8,-8,-8,3,2,2,3,2,2,3,3,4,1,1,1,4,-8,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,2,1,2,1,1,2,2,1,1,2,2,1,3,4,3,2,9,3,15,B,12.59,6,5,1,3,29.7697,31.0357,19.6431,26.2524,30.1546,42.0508,52.2656,44.8261,45.3306,56.5291,0,45.2009,47.4452,28.232,21.717,22.2614,42.0409,82.3757,33.976,22.433,0,0,32.5061,44.2098,39.5632,22.6828,0,23.8008,0,47.9193,0,59.4393,32.8926,24.2101,22.8205,43.3138,0,42.782,29.1857,54.1456,34.2013,27.5879,22.3694,27.9745,26.3873,42.3239,46.1303,51.1742,33.4477,25.4931,0,25.4415,21.2855,39.4815,0,31.8572,0,73.4144,27.8555,37.7768,47.3204,46.4431,25.7096,0,54.2948,36.6342,20.4999,34.5386,56.3993,31.3653,62.4683,22.2724,53.4447,0,50.2917,0,45.0607,28.4933,0,52.727,45.7353,51.1248,29.4535,21.5355,28.7214,46.8041,30.3559,65.0546,53.1706,101190,104596
0,11,7,11,1,2,2,2,2,2,1,2,1,9,4,2,3,2,3,3,2,3,1,5,4,4,2,1,2,5,1,1,1,5,1,1,1,1,1,5,1,1,1,5,1,1,1,5,1,1,1,5,1,1,1,3,3,4,4,3,3,3,4,4,4,4,3,4,3,3,4,3,4,3,5,5,4,5,5,3,4,5,1,1,5,2,2,-8,-8,-8,-8,-8,-8,-8,71,2,2,2,2,2,2,2,1,1,1,2,2,1,1,2,-8,-8,-8,-8,-8,-8,-8,-8,2,4,2,4,4,4,2,4,4,2,2,1,4,-8,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,1,1,1,2,2,1,11,4,3,2,14,3,16,B,6.91,6,18,1,2,13.8978,22.6293,0,30.6782,16.37,0,19.294,17.9514,16.4852,14.0873,14.6266,18.2966,0,0,27.8547,38.6764,16.9057,0,15.5683,0,18.7565,18.308,0,49.5468,19.9224,16.7806,0,21.3046,11.5899,0,18.2995,14.9601,0,0,39.1821,0,14.3996,0,34.7635,15.6934,13.9096,0,26.618,0,26.2086,21.6412,0,0,0,31.2492,20.8018,24.565,12.4953,30.092,14.2126,15.7494,0,14.9334,14.6068,18.9186,0,15.7463,29.6735,0,0,17.0564,19.3249,40.1414,17.5417,19.4366,43.9923,13.4236,15.2378,29.5685,30.6814,12.2378,31.7388,29.6872,16.1932,13.4118,0,29.2399,16.7338,17.9582,0,0,0,25.5023,32.5877,104852,102989
4,0,3,4,2,2,2,2,2,2,2,2,2,7,9,2,2,3,2,2,2,2,4,4,4,4,2,4,4,5,4,2,3,4,4,4,1,1,3,4,3,1,4,5,4,2,4,5,4,2,4,4,2,2,1,3,3,3,4,4,3,3,4,4,4,4,3,4,3,3,3,3,3,5,4,4,4,4,4,3,3,5,2,3,3,3,1,2,2,1,2,2,1,2,50,2,2,1,2,2,2,2,2,2,2,2,1,2,1,1,1,2,1,2,2,2,2,2,3,3,1,3,2,2,3,2,4,3,2,1,4,-8,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,1,2,2,1,1,2,3,1,4,4,3,2,12,3,17,B,9.44,6,7,1,3,1.3091,1.88,2.0474,1.2636,.649,.399,.3769,1.2536,2.8252,1.0336,2.2962,1.1187,1.0952,.1635,1.9336,.7239,1.4629,.4542,1.364,1.1652,.7528,1.3002,2.3764,.494,0,.5442,1.0836,.869,1.4391,2.8395,1.2509,2.2558,.4645,.8565,.7342,.991,1.408,1.0521,1.1577,1.0713,1.9576,1.0101,.4713,.4413,1.1165,2.2626,1.6332,.2765,1.904,.9946,.7197,2.21,.5666,2.627,.7946,.5376,.6523,1.6755,.6324,1.393,.3137,2.4223,1.197,1.6491,2.0351,1.3713,1.1003,1.1822,.7594,1.4414,.4452,.5908,.132,.1357,2.1398,2.0105,1.475,1.3062,1.8979,.5146,1.1497,2.4427,1.0226,.1591,1.5467,1.0724,.7274,1.2817,.8153,110656,100883
4,17,14,21,2,2,2,2,2,2,1,2,1,2,7,9,4,4,3,4,4,4,5,5,5,5,5,4,5,5,4,4,4,5,5,4,4,4,4,5,2,2,4,5,1,1,4,5,2,2,5,5,4,3,3,3,3,3,4,4,4,3,3,3,3,4,3,3,2,2,3,3,4,4,4,4,3,4,4,4,4,4,3,2,4,4,1,2,2,1,1,2,2,2,95,2,2,2,2,2,2,2,1,1,2,2,1,2,1,1,1,2,1,1,1,1,2,2,4,4,3,4,2,3,3,4,4,3,4,1,4,-8,2,5,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,2,2,2,1,2,2,1,1,2,3,1,21,4,3,3,12,3,18,B,13.11,6,35,2,3,7.7021,0,0,6.1977,13.3019,5.6714,20.9571,17.3802,5.6532,7.759,5.4848,6.7825,12.5915,5.12,18.9209,11.5594,0,0,10.278,7.6056,12.0407,12.5173,0,10.5124,0,5.4621,0,11.875,6.9652,12.0272,0,6.5738,13.1382,0,8.0022,10.8375,14.6713,18.1374,6.3486,14.5364,0,6.1585,6.073,6.3485,23.6383,12.286,6.631,12.416,14.4965,15.6502,24.3024,12.9137,0,20.7641,0,6.742,15.8586,10.1765,0,11.5663,0,12.6758,5.8963,5.8556,12.1536,17.1972,9.4763,15.0611,14.6778,7.6592,0,6.1135,17.2146,13.2003,0,6.4522,9.7113,12.1907,7.6323,9.6961,6.9447,6.8903,0,0,0,29.8049,11.2172,26.8277,0,102362,102055
8,0,15,8,2,1,2,2,1,2,2,1,1,2,7,4,4,3,4,4,4,4,1,5,4,5,3,1,5,5,5,3,1,4,4,4,1,1,1,5,3,1,1,5,2,1,1,5,4,1,3,5,3,3,1,3,4,3,4,4,4,3,4,2,4,4,3,4,3,4,4,3,4,3,5,5,4,4,4,4,4,5,4,4,4,3,1,2,2,1,1,2,2,2,85,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,4,3,3,4,2,4,4,4,4,3,5,2,4,-8,2,5,3,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,8,8,8,8,8,8,8,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,1,2,1,1,1,2,3,1,8,4,3,3,15,2,18,B,11.45,6,23,4,1,5.5283,11.5158,7.2791,0,9.6317,0,7.4461,8.1502,0,8.9387,0,6.4332,0,9.9633,0,0,10.0729,0,5.7414,0,12.1403,11.5459,6.8652,10.156,8.1233,10.456,0,10.9988,0,0,20.5865,10.4703,10.8499,10.1901,10.6046,11.6272,10.56,0,7.3623,11.0932,0,8.3245,10.0467,0,0,9.8336,0,0,0,10.5057,9.3726,7.1164,0,10.3839,0,7.4344,0,0,0,0,6.6333,13.1666,0,16.1526,10.9874,8.6397,0,0,0,5.7022,0,0,9.8702,11.6396,0,10.2515,7.988,10.0525,0,9.3436,7.3533,0,11.2978,0,0,8.7868,0,15.1256,0,101261,112192
