A0053,A0054,A0055,A0056,A0057,A0058,A0059,A0060,A0061,A0062,A0063,A0064,A0065,A0067,A0068,A0069,A0070,A0071,A0072,A0073,A0074,A0075,A0077,A0079,A0080,A0081,A0083,A0085,A0087,A0088,A0089,A0091,A0093,A0095,A0096,A0097,A0098,A0100,A0102,A0104,A0105,A0107,A0109,A0111,A0112,A0114,A0116,A0118,A0119,A0121,A0123,A0125,A0126,A0127,A0129,A0130,A0131,A0132,A0133,A0134,A0135,A0136,A0137,A0138,A0139,A0140,A0141,A0142,A0143,A0144,A0145,A0146,A0147,A0149,A0150,A0151,A0153,A0154,A0156,A0157,A0158,A0159,A0160,A0161,A0162,A0163,A0164,A0165,A0166,A0167,A0168,A0169,A0170,A0171,A0173,A0174,A0175,A0176,A0177,A0178,A0179,A0180,A0181,A0182,A0183,A0184,A0185,A0186,A0187,A0188,A0189,A0190,A0191,A0192,A0193,A0194,A0195,A0196,A0197,A0198,A0199,A0200,A0201,A0202,A0203,A0204,A0205,A0225,A0226,A0227,A0228,A0229,A0230,AGE_P,ENRK12UG,F_A0053,F_A0054,F_A0055,F_A0056,F_A0057,F_A0058,F_A0059,F_A0060,F_A0061,F_A0062,F_A0063,F_A0064,F_A0065,F_A0067,F_A0068,F_A0069,F_A0070,F_A0071,F_A0072,F_A0073,F_A0074,F_A0075,F_A0077,F_A0079,F_A0080,F_A0081,F_A0083,F_A0085,F_A0087,F_A0088,F_A0089,F_A0091,F_A0093,F_A0095,F_A0096,F_A0097,F_A0098,F_A0100,F_A0102,F_A0104,F_A0105,F_A0107,F_A0109,F_A0111,F_A0112,F_A0114,F_A0116,F_A0118,F_A0119,F_A0121,F_A0123,F_A0125,F_A0126,F_A0127,F_A0129,F_A0130,F_A0131,F_A0132,F_A0133,F_A0134,F_A0135,F_A0136,F_A0137,F_A0138,F_A0139,F_A0140,F_A0141,F_A0142,F_A0143,F_A0144,F_A0145,F_A0146,F_A0147,F_A0149,F_A0150,F_A0151,F_A0153,F_A0154,F_A0156,F_A0157,F_A0158,F_A0159,F_A0160,F_A0161,F_A0162,F_A0163,F_A0164,F_A0165,F_A0166,F_A0167,F_A0168,F_A0169,F_A0170,F_A0171,F_A0173,F_A0174,F_A0175,F_A0176,F_A0177,F_A0178,F_A0179,F_A0180,F_A0181,F_A0182,F_A0183,F_A0184,F_A0185,F_A0186,F_A0187,F_A0188,F_A0189,F_A0190,F_A0191,F_A0192,F_A0193,F_A0194,F_A0195,F_A0196,F_A0197,F_A0198,F_A0199,F_A0200,F_A0201,F_A0202,F_A0203,F_A0204,F_A0205,F_A0225,F_A0226,F_A0227,F_A0228,F_A0229,F_A0230,GL_ACDM,GL_GRW,GL_HMRL,GL_LITCY,GL_MRL,GL_SKL,GL_WRK,MINENR,MINTCH,NAIS_MEM,NUMTCH,PGMTYPE,PRNEXPER,RACETH_P,REGION,RELIG,SBKGD_P,SCHLEVEL,SDLQ_P,SECTOR,STU_TCH,SURVEY,TCHEXPER,TUITIN,URBANIC,AFNLWGT,AREPWT1,AREPWT10,AREPWT11,AREPWT12,AREPWT13,AREPWT14,AREPWT15,AREPWT16,AREPWT17,AREPWT18,AREPWT19,AREPWT2,AREPWT20,AREPWT21,AREPWT22,AREPWT23,AREPWT24,AREPWT25,AREPWT26,AREPWT27,AREPWT28,AREPWT29,AREPWT3,AREPWT30,AREPWT31,AREPWT32,AREPWT33,AREPWT34,AREPWT35,AREPWT36,AREPWT37,AREPWT38,AREPWT39,AREPWT4,AREPWT40,AREPWT41,AREPWT42,AREPWT43,AREPWT44,AREPWT45,AREPWT46,AREPWT47,AREPWT48,AREPWT49,AREPWT5,AREPWT50,AREPWT51,AREPWT52,AREPWT53,AREPWT54,AREPWT55,AREPWT56,AREPWT57,AREPWT58,AREPWT59,AREPWT6,AREPWT60,AREPWT61,AREPWT62,AREPWT63,AREPWT64,AREPWT65,AREPWT66,AREPWT67,AREPWT68,AREPWT69,AREPWT7,AREPWT70,AREPWT71,AREPWT72,AREPWT73,AREPWT74,AREPWT75,AREPWT76,AREPWT77,AREPWT78,AREPWT79,AREPWT8,AREPWT80,AREPWT81,AREPWT82,AREPWT83,AREPWT84,AREPWT85,AREPWT86,AREPWT87,AREPWT88,AREPWT9,CNTLNUM,SCHCNTL
3,0,1,3,1,2,2,2,2,2,2,2,2,1,2,6,5,5,3,1,2,3,4,4,2,3,3,3,4,4,4,3,3,4,1,4,3,2,3,3,3,3,5,5,3,2,4,4,4,2,5,4,1,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,3,4,4,3,4,4,2,3,3,4,2,1,3,2,2,-8,-8,-8,-8,-8,-8,-8,85,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,1,2,1,2,2,1,2,2,2,1,2,2,1,1,2,3,3,2,1,2,4,-8,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,2,2,2,1,1,2,1,1,3,4,2,2,14,1,20,B,10,6,4,1,3,19.4673,22.5529,24.5513,52.705,42.0857,0,41.8232,21.7041,45.95,27.0111,34.4898,44.3142,17.6181,26.3695,0,19.837,43.0119,23.4706,18.8139,27.2154,23.3297,0,40.0918,22.2958,18.8045,0,34.7714,20.6669,35.6437,19.3543,24.0632,25.7172,22.5878,21.7518,18.3856,0,19.8693,0,25.387,23.6962,0,46.0296,0,23.7934,18.4002,23.5078,0,0,0,24.8356,19.0932,20.9235,0,24.5658,26.5128,0,17.1178,23.8026,22.9853,0,19.3228,20.6843,0,26.1044,0,22.3604,21.214,19.425,42.5444,21.15,0,46.8728,21.8028,23.8344,0,0,38.2868,24.6507,24.2843,44.0511,0,37.9159,20.4053,0,22.3714,19.5417,0,21.6882,49.4125,101000,105132
1,0,1,1,1,2,2,2,2,2,2,2,2,9,7,2,3,3,4,3,3,3,3,5,1,4,2,2,5,1,4,2,3,4,1,4,3,3,2,5,4,1,5,3,3,1,5,5,5,4,4,5,1,5,1,3,3,4,4,4,2,4,4,4,4,4,3,4,3,3,3,3,3,5,4,4,3,4,4,3,3,3,3,3,3,4,1,1,2,2,2,2,2,2,100,2,2,2,2,2,2,2,2,1,1,1,1,2,1,1,1,1,2,1,2,1,1,1,2,2,2,2,2,3,3,2,2,2,2,1,4,-8,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,1,2,2,1,1,2,2,1,1,4,2,2,12,1,17,B,16.46,6,2,1,3,4.6094,3.9491,4.1393,8.6472,0,7.2523,3.8894,4.1289,3.7878,8.4184,4.131,7.4652,3.8001,4.0196,0,7.27,3.8152,7.4324,12.0012,0,4.4298,0,4.654,7.7479,3.7813,8.7483,0,0,7.968,7.4587,0,0,3.6485,0,4.0909,4.0055,8.3573,0,3.6888,7.6893,3.893,0,3.9082,3.8543,6.96,4.1005,7.7809,7.5785,7.8312,0,8.9784,4.3044,4.2607,0,4.2544,8.2736,0,0,8.75,4.2128,8.1249,7.951,8.4528,0,4.1537,4.1136,3.9353,4.0338,3.8059,3.8218,3.845,0,3.739,3.3775,3.9762,4.5285,0,0,3.836,3.9687,0,3.7094,7.5252,4.1708,3.4672,7.3232,3.6991,3.7678,8.0588,101192,103312
0,24,13,24,1,2,2,2,2,2,1,1,2,9,7,2,1,2,2,2,2,3,3,4,2,4,4,4,4,2,4,3,1,5,1,4,3,1,3,5,3,3,5,4,3,2,4,5,4,3,4,5,1,3,1,3,4,4,4,4,4,3,4,4,4,4,4,4,3,3,3,3,3,4,2,3,3,3,3,2,2,4,3,2,3,2,1,1,1,1,1,1,2,1,100,2,2,2,1,2,2,2,1,2,2,2,1,1,1,1,1,2,1,2,2,1,2,1,3,1,2,4,2,3,3,4,3,3,3,1,4,-8,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,1,2,2,1,1,2,1,1,24,4,2,2,12,1,19,B,17.42,6,37,1,3,17.9679,41.6315,22.6603,24.3227,0,0,19.3009,20.0324,21.2054,24.9306,15.9166,20.4505,0,24.3384,27.0708,18.3091,19.8495,43.3257,34.7296,0,0,19.7262,18.5019,20.5785,17.3561,41.784,16.0466,19.0751,16.4492,0,22.2098,23.7364,0,0,0,17.406,18.3389,20.3819,46.8632,21.8711,26.5206,0,44.7215,21.9607,16.983,21.6971,22.5029,18.5098,22.289,0,17.6226,19.3119,18.5034,45.3472,0,19.4411,15.7994,21.9693,42.4298,0,0,0,21.2093,24.0938,18.1622,0,0,0,39.2675,19.521,0,21.6312,0,21.9986,0,21.1934,17.6689,22.752,0,40.6582,41.7354,17.4978,0,0,41.2965,0,24.48,20.0177,22.8033,102604,102363
4,12,4,12,1,1,1,2,1,1,1,1,2,9,1,4,4,4,4,4,1,4,3,5,5,5,5,5,5,5,5,3,2,5,1,5,1,3,3,5,5,3,5,5,3,1,5,5,5,3,4,5,3,5,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,3,1,1,1,1,1,1,1,1,1,2,-8,-8,-8,-8,-8,-8,-8,100,2,2,2,2,2,2,1,1,1,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,4,1,1,3,4,4,2,2,2,4,-8,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,2,2,2,1,2,2,1,1,1,2,1,1,16,4,2,2,16,1,20,B,10,6,16,1,3,1.2101,1.6757,1.1271,.8197,.8824,1.5863,.4439,1.444,.7293,1.0306,1.8576,2.2321,.8305,1.5826,1.3283,1.2769,1.2813,.9238,.6219,.874,1.3438,.5724,1.4253,2.1462,.8687,1.1503,.7485,1.1436,1.2085,1.4047,1.1678,1.0806,1.1365,.9163,1.7206,1.3904,1.1249,1.0712,1.6659,.9994,1.0872,1.3592,1.0801,.9976,.7299,1.3266,.6471,1.0145,.4771,1.5935,.7752,1.0834,.9761,.7457,1.1151,1.5655,1.0485,.3251,2.1975,.6246,1.0617,2.8516,.2628,1.8504,.2128,1.4904,.768,1.6593,.9259,2.1261,.3897,2.163,1.0636,1.8926,.5341,2.0805,.831,.8927,1.1023,.6363,1.3693,.7182,2.859,1.2562,.5216,1.469,.4138,1.0993,.9766,107938,111044
4,0,2,4,1,2,2,1,2,2,1,1,2,1,4,2,3,2,2,2,3,3,3,4,2,4,3,3,4,3,5,2,3,4,2,4,1,2,4,4,3,2,5,4,4,3,4,4,4,3,5,4,1,3,2,3,3,4,4,3,3,3,4,3,3,4,3,3,3,3,3,3,3,3,2,3,4,3,3,3,3,4,4,4,3,2,1,2,2,2,2,2,1,2,75,2,2,1,2,2,1,1,1,1,2,2,2,1,2,1,1,2,1,2,1,1,2,2,2,2,3,3,2,2,2,1,3,3,2,1,4,-8,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,2,2,1,1,1,2,1,1,4,4,2,2,12,3,16,B,41.05,6,6,1,3,1.1633,1.6712,1.5713,.6344,1.0471,0,.7901,1.6915,.6427,1.0869,.5735,1.6993,1.4375,1.5955,1.3436,1.5614,1.176,.2151,1.0155,1.1302,.6372,1.7873,1.0894,1.1763,1.6277,1.1637,1.421,1.3467,1.6425,1.1147,.5563,.1559,1.3595,1.1211,2.2322,1.3774,.6493,1.7872,1.6577,.6402,2.0277,1.5841,1.5995,2.7297,.8591,1.2903,1.3365,.8798,1.5092,.8388,.6619,1.6039,.3477,.7181,.867,.9606,1.1522,.7614,1.8488,2.2966,.1755,.8878,1.0434,1.5757,1.021,1.4306,.7604,2.4981,.6133,.7856,.3018,1.1848,.5005,.815,.7618,1.857,1.5007,2.0038,.8554,.7656,.831,.9333,.6987,.924,1.375,1.3486,1.4218,.8341,1.5199,107384,101611
2,0,6,2,1,2,2,2,2,2,2,2,2,9,7,4,4,5,5,5,3,3,3,5,1,5,2,4,5,1,5,2,1,1,1,1,1,1,5,5,1,2,5,5,5,2,3,5,5,2,5,5,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,3,5,5,4,4,4,4,5,3,3,4,2,2,-8,-8,-8,-8,-8,-8,-8,100,2,2,2,2,2,2,2,1,1,2,2,1,1,2,1,1,2,1,2,2,1,2,2,1,4,4,4,1,3,3,4,2,6,1,2,4,-8,2,4,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,1,2,1,1,-9,2,-9,-9,2,4,2,2,16,1,20,B,-9,6,8,-9,3,1.2101,1.4663,.2254,.9563,1.103,1.5863,.8878,1.2377,1.094,.3865,1.161,1.0146,.8305,.7913,1.107,2.1282,.7688,.3695,.8293,1.5296,.4479,.5724,1.6628,1.1924,.6515,.7669,.5614,.6862,1.6919,.8027,.9343,.6754,.9092,1.2828,.6452,.9269,.6749,1.6068,1.6659,1.7989,1.3046,1.3592,1.6201,1.1972,1.7031,1.1055,1.5098,.634,1.6698,.7082,.969,1.9502,.9761,.9943,1.4869,.8946,1.8349,.9754,.879,1.0409,1.274,1.0968,.9197,1.1565,1.2769,1.242,.512,.8296,.7936,1.0631,.7795,1.2978,1.0636,1.4194,.9346,.9247,1.2465,.6695,.9186,2.0681,.6846,1.9151,2.1992,.3141,1.5649,1.6788,1.6551,1.3191,.3255,100780,105813
13,0,7,13,1,2,2,2,1,2,1,1,1,9,7,1,2,3,4,3,4,4,5,5,1,4,3,4,4,1,4,3,2,5,2,4,2,3,3,4,4,2,5,2,2,2,5,4,4,3,5,4,1,2,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,3,4,4,4,3,3,3,5,4,2,3,2,1,1,2,1,2,1,1,2,100,1,2,1,2,2,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,1,1,1,3,4,2,2,2,3,2,3,3,2,2,1,4,-8,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,1,2,2,1,1,2,2,1,13,4,2,2,14,1,20,B,18.48,6,20,1,3,3.6826,2.9097,6.0662,3.0444,3.129,3.4004,3.5852,3.257,3.0482,6.2892,3.1376,3.4794,0,6.4711,0,3.6086,6.3531,0,3.2921,5.4067,2.556,0,2.7069,6.7044,3.0719,2.9231,3.3044,3.164,3.2023,0,3.1728,6.1373,6.6238,5.6753,3.07,3.3031,0,3.0966,6.4616,3.5346,3.166,3.2255,3.5157,0,0,0,0,0,6.1149,0,5.8281,5.5939,3.1475,5.6806,6.0542,2.9222,3.0551,2.894,2.9845,3.0791,3.0554,0,3.0636,5.575,3.3611,2.9863,3.2684,5.9998,3.1009,3.3989,3.1972,7.4429,6.6992,0,0,2.8233,3.1769,3.1936,2.9178,3.0308,3.2448,3.5454,3.1502,8.7385,0,6.5711,3.2737,6.1732,0,109262,101132
0,4,8,4,1,1,2,2,2,2,1,1,1,1,9,2,3,2,4,4,2,2,3,4,4,5,3,3,4,4,5,3,3,5,1,4,3,2,3,5,3,3,5,5,4,3,5,5,5,3,5,4,1,2,3,4,3,4,4,3,3,3,4,4,4,4,3,4,3,3,3,3,3,4,3,3,3,3,3,2,2,2,3,2,2,2,1,2,1,1,2,2,2,2,80,2,2,1,2,2,1,2,2,2,2,1,1,2,1,1,1,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,3,2,1,4,-8,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,1,2,2,1,2,2,2,1,1,2,2,1,4,4,2,2,12,1,16,B,9.73,6,12,1,3,9.5932,16.1389,0,6.9225,7.7162,0,8.7279,6.9235,19.3032,20.6886,0,7.9976,7.444,0,9.6455,7.7647,8.1457,0,15.4411,7.0104,16.2014,12.7465,0,7.1704,7.6983,7.1065,15.6937,13.6207,19.8591,10.0173,17.3111,16.8232,8.1247,8.2758,10.6396,0,11.58,0,10.7214,9.8653,0,0,9.3091,8.5061,8.6214,7.7651,19.2177,9.2336,16.6376,0,5.7863,13.5752,10.0251,9.337,15.57,0,8.2286,0,26.8906,16.092,16.3013,7.6446,8.3321,8.1416,0,8.2819,9.4264,0,9.418,0,0,0,15.3153,6.168,9.6019,18.8296,6.9322,18.4648,0,10.8019,6.4062,12.675,14.7589,0,7.7639,12.9844,7.2173,26.8424,14.9983,103712,104176
1,0,2,1,1,2,2,2,2,2,2,1,2,9,7,4,3,3,3,3,3,3,4,5,3,5,3,5,4,2,3,1,2,5,1,2,1,1,4,5,3,1,5,4,1,1,4,5,3,1,5,3,1,1,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,5,3,3,1,1,2,2,1,2,2,1,1,2,2,2,100,2,2,2,2,2,2,2,2,1,1,2,1,1,1,1,1,2,2,2,2,1,2,2,2,2,3,4,3,4,4,4,4,2,1,2,4,-8,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,2,2,2,2,1,2,1,1,1,2,1,1,1,4,2,2,16,1,20,B,12.05,6,3,2,2,1.2101,.4189,2.0288,.8197,.4412,.9915,1.1097,1.8566,.7293,.6442,1.161,1.8263,1.0381,1.187,.6642,1.2769,1.025,1.2933,1.8658,.874,.8959,.5724,1.1877,1.6693,2.1718,1.5337,.3743,.4574,1.2085,1.0033,1.4014,.4052,1.1365,1.0995,1.0754,.9269,1.3499,.2678,1.4279,.9994,1.3046,2.0388,1.3501,1.3967,1.4598,.8844,1.2941,.634,.4771,.7082,1.5504,1.7335,1.5617,1.74,.1859,1.1182,.2621,.9754,.6593,1.0409,.637,.6581,.3942,1.6191,1.4897,1.242,.896,1.6593,.3968,1.2757,.6495,.6489,1.5953,1.4194,1.2017,.2312,1.8697,1.5622,.9186,.9545,1.5975,.7182,1.0996,1.0992,1.5649,1.469,1.4482,.6596,.6511,108442,101975
2,3,10,2,2,1,1,1,2,2,1,1,1,9,5,2,2,2,3,2,2,3,5,4,3,3,3,4,5,4,4,3,1,5,4,4,2,2,3,5,3,2,5,5,2,1,4,5,3,3,5,5,2,2,2,3,3,3,4,4,3,3,3,2,2,3,3,4,3,3,3,3,4,3,5,2,3,4,2,3,3,4,2,2,5,4,1,1,1,1,1,1,2,2,60,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,1,1,3,3,2,3,2,2,4,4,4,3,4,1,4,-8,2,1,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2,1,1,2,3,1,5,4,2,2,13,2,16,B,12.49,6,12,3,2,5.9531,4.9092,10.4193,4.8778,5.0427,7.1158,0,5.0237,5.2057,4.849,9.4027,4.6955,10.8339,0,11.7031,9.63,4.0536,3.6603,4.7432,4.8198,9.3355,0,0,11.478,4.2595,4.4459,4.2986,9.9811,5.5024,5.255,5.3605,4.0516,5.3705,3.982,0,4.4874,4.6077,9.6738,4.0652,4.9223,0,0,14.3548,0,3.7851,4.1745,11.4346,4.8704,4.7661,13.2523,11.7012,4.7978,4.4895,4.1179,4.7762,10.3156,11.0876,10.1868,5.6061,0,6.4431,9.5475,4.388,0,5.0922,9.3321,0,3.5555,4.5773,11.723,3.8566,5.4243,4.4708,4.7901,4.6812,4.683,5.6817,4.948,11.7148,4.3481,7.2001,0,0,0,5.9178,11.4083,15.2917,5.4841,12.5098,108512,106761
15,10,10,17,2,2,2,1,2,2,2,1,1,9,7,1,3,4,2,3,2,2,1,5,5,5,1,2,5,5,5,1,1,4,2,3,1,1,1,5,2,1,4,5,2,1,3,5,5,1,5,5,3,3,1,2,3,4,3,3,3,3,3,3,3,4,3,4,3,3,4,4,4,1,5,5,5,5,5,3,4,5,4,4,5,3,1,1,1,1,2,1,2,1,90,2,2,1,1,2,1,2,1,2,2,1,1,2,1,1,1,2,2,2,2,1,1,2,4,2,2,2,2,2,3,2,4,3,5,1,4,-8,2,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,1,2,2,1,1,2,3,1,25,4,2,2,15,2,16,B,17.84,6,27,3,2,.8559,1.1582,.885,.5706,.7397,.7453,1.1685,1.07,.7941,.4773,.9365,.8452,.9321,.8187,.8765,.8958,.9655,.7559,.783,.6662,.6282,1.2364,.676,.5681,1.2854,.6638,.9667,.6508,1.5059,1.5779,.6837,.7211,.6982,.6586,.7011,.7865,1.0279,1.2085,1.5489,.9764,.4563,.5466,.7754,.7814,.8241,.7998,.6409,1.1956,.7199,.8103,.9965,.837,.8455,.6794,.7515,1.2373,.5995,1.0674,.8922,.8054,1.0521,.9733,1.4729,.9932,.72,.6186,.8041,1.1141,.8744,.7715,1.1184,.7432,.7944,1.0726,.7057,1.1624,.4754,.9606,.9462,.9443,.6806,.9087,.7795,.791,.7865,1.1222,.7359,1.0359,1.0176,105263,107365
2,15,8,0,-8,1,2,1,1,2,1,1,1,9,4,1,3,3,3,3,3,3,2,5,5,4,2,2,4,5,4,2,1,3,3,3,1,3,2,5,2,2,5,4,2,1,5,5,3,2,5,5,2,2,2,3,3,4,4,4,4,4,4,3,4,4,4,4,3,3,4,3,4,1,4,4,3,2,2,3,3,3,3,3,3,3,2,-8,-8,-8,-8,-8,-8,-8,80,2,2,2,2,2,1,2,1,1,2,2,1,1,1,1,1,1,2,2,2,2,2,1,3,2,2,2,4,4,1,1,4,3,6,1,4,-8,2,3,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,2,2,1,1,1,2,3,1,17,4,2,2,14,2,20,B,13.87,6,8,3,2,1.0058,.8056,0,.8351,.8578,.7504,1.95,1.0422,.9544,.8362,.8339,.9531,.7587,.7646,.9518,1.6774,.9524,.8472,.7795,1.7688,1.6788,.8237,.9819,.8093,.767,.8548,.8323,.8081,1.9172,1.9033,.9883,1.6211,.9839,.9637,1.4968,.8533,.8866,.8387,.8874,1.7433,.7599,.7787,.8318,.8145,.7616,.9854,.8032,.9142,1.6433,.8499,.9795,.7831,.7708,.7813,.885,.9447,.8483,1.6897,.96,.7737,1.6358,.956,1.0183,.8676,.9011,.7054,1.0456,1.918,.8655,1.8878,1.9128,0,0,.9602,.8779,0,.8451,1.0618,.8867,1.9532,.7084,0,.8143,.8307,.8253,.7906,1.6419,.7153,1.0328,109677,108515
