AGE_T,AGE_TT,ASSIGN,ASSIGN_S,COLBARG,ENRK12UG,F_F0050,F_F0051,F_F0053,F_F0054,F_F0055,F_F0056,F_F0057,F_F0058,F_F0059,F_F0060,F_F0061,F_F0062,F_F0063,F_F0064,F_F0065,F_F0066,F_F0067,F_F0068,F_F0069,F_F0070,F_F0071,F_F0072,F_F0073,F_F0074,F_F0075,F_F0076,F_F0077,F_F0078,F_F0079,F_F0080,F_F0081,F_F0082,F_F0083,F_F0084,F_F0085,F_F0086,F_F0087,F_F0088,F_F0089,F_F0090,F_F0091,F_F0092,F_F0093,F_F0094,F_F0095,F_F0096,F_F0097,F_F0098,F_F0099,F_F0100,F_F0101,F_F0102,F_F0103,F_F0104,F_F0105,F_F0106,F_F0107,F_F0108,F_F0109,F_F0110,F_F0111,F_F0112,F_F0113,F_F0114,F_F0115,F_F0116,F_F0117,F_F0118,F_F0119,F_F0120,F_F0121,F_F0122,F_F0123,F_F0124,F_F0125,F_F0126,F_F0127,F_F0128,F_F0129,F_F0130,F_F0131,F_F0132,F_F0133,F_F0134,F_F0135,F_F0136,F_F0137,F_F0138,F_F0139,F_F0140,F_F0141,F_F0142,F_F0143,F_F0144,F_F0145,F_F0146,F_F0147,F_F0148,F_F0149,F_F0150,F_F0151,F_F0152,F_F0153,F_F0154,F_F0156,F_F0157,F_F0159,F_F0160,F_F0161,F_F0162,F_F0163,F_F0164,F_F0165,F_F0166,F_F0167,F_F0169,F_F0170,F_F0171,F_F0172,F_F0173,F_F0174,F_F0175,F_F0176,F_F0177,F_F0178,F_F0179,F_F0180,F_F0181,F_F0182,F_F0183,F_F0184,F_F0185,F_F0186,F_F0187,F_F0188,F_F0194,F_F0195,F_F0196,F_F0197,F0050,F0051,F0053,F0054,F0055,F0056,F0057,F0058,F0059,F0060,F0061,F0062,F0063,F0064,F0065,F0066,F0067,F0068,F0069,F0070,F0071,F0072,F0073,F0074,F0075,F0076,F0077,F0078,F0079,F0080,F0081,F0082,F0083,F0084,F0085,F0086,F0087,F0088,F0089,F0090,F0091,F0092,F0093,F0094,F0095,F0096,F0097,F0098,F0099,F0100,F0101,F0102,F0103,F0104,F0105,F0106,F0107,F0108,F0109,F0110,F0111,F0112,F0113,F0114,F0115,F0116,F0117,F0118,F0119,F0120,F0121,F0122,F0123,F0124,F0125,F0126,F0127,F0128,F0129,F0130,F0131,F0132,F0133,F0134,F0135,F0136,F0137,F0138,F0139,F0140,F0141,F0142,F0143,F0144,F0145,F0146,F0147,F0148,F0149,F0150,F0151,F0152,F0153,F0154,F0156,F0157,F0159,F0160,F0161,F0162,F0163,F0164,F0165,F0166,F0167,F0169,F0170,F0171,F0172,F0173,F0174,F0175,F0176,F0177,F0178,F0179,F0180,F0181,F0182,F0183,F0184,F0185,F0186,F0187,F0188,F0194,F0195,F0196,F0197,FTPT_S,GENDER,HIDEGREE,JOBDES_S,MINENR_S,MINTCH_S,NEWTCH,PD_CPTR,PD_DISC,PD_MTHD,PD_STAS,PD_STDS,PD_SUBJ,PGMTYPE,PLANS_S,RACE,RACETH_T,REGION,REGION_T,RELIG,SCHLEVEL,SECTOR,STATUS,SURVEY,TOTEXP_T,TOTEXPER,UNION,URBANIC,YRTCHSC,CNTLNUM,SCHCNTL,TFRPWT1,TFRPWT10,TFRPWT11,TFRPWT12,TFRPWT13,TFRPWT14,TFRPWT15,TFRPWT16,TFRPWT17,TFRPWT18,TFRPWT19,TFRPWT2,TFRPWT20,TFRPWT21,TFRPWT22,TFRPWT23,TFRPWT24,TFRPWT25,TFRPWT26,TFRPWT27,TFRPWT28,TFRPWT29,TFRPWT3,TFRPWT30,TFRPWT31,TFRPWT32,TFRPWT33,TFRPWT34,TFRPWT35,TFRPWT36,TFRPWT37,TFRPWT38,TFRPWT39,TFRPWT4,TFRPWT40,TFRPWT41,TFRPWT42,TFRPWT43,TFRPWT44,TFRPWT45,TFRPWT46,TFRPWT47,TFRPWT48,TFRPWT49,TFRPWT5,TFRPWT50,TFRPWT51,TFRPWT52,TFRPWT53,TFRPWT54,TFRPWT55,TFRPWT56,TFRPWT57,TFRPWT58,TFRPWT59,TFRPWT6,TFRPWT60,TFRPWT61,TFRPWT62,TFRPWT63,TFRPWT64,TFRPWT65,TFRPWT66,TFRPWT67,TFRPWT68,TFRPWT69,TFRPWT7,TFRPWT70,TFRPWT71,TFRPWT72,TFRPWT73,TFRPWT74,TFRPWT75,TFRPWT76,TFRPWT77,TFRPWT78,TFRPWT79,TFRPWT8,TFRPWT80,TFRPWT81,TFRPWT82,TFRPWT83,TFRPWT84,TFRPWT85,TFRPWT86,TFRPWT87,TFRPWT88,TFRPWT9,TFSFINWT
3,3,7,13,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-8,6,-8,-8,-8,-8,-8,-8,9,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,-8,-8,2,2,4,5,4,4,2,2,1,2,1,1,2,1,5,5,5,4,4,5,1,1,2,2,4,4,5,1,2,5,4,5,5,2,2,1,2,1,3,3,2,1,2,2,4,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,2,-8,-8,-8,-8,-8,-8,-8,-8,1,1,-8,2,4,1,0,0,1,2,2,-8,2,2,2,3,2,5,4,5,3,1,1,2,3,4,4,-8,2,A,L,TFS2,18,18,1,1,6,143109,105542,107.4339,82.3293,55.8827,59.3273,133.5838,83.0971,69.556,40.0624,0,167.4975,61.2641,0,62.7307,0,52.9524,0,0,54.4284,0,0,65.9519,62.3548,58.6603,165.3681,0,0,108.6953,85.6351,97.0846,74.148,72.0892,0,91.2572,0,71.9232,0,186.9806,0,86.1172,80.8057,69.1053,63.5618,64.5019,52.8321,71.6904,0,44.4778,67.5651,68.7899,84.4403,165.2584,75.3322,87.4497,100.2489,0,101.2636,201.0221,0,65.0089,71.7241,118.7733,56.3483,0,0,125.4869,95.6954,80.4725,0,71.7215,74.036,55.9143,58.3286,0,159.8713,0,98.2928,131.8668,92.4134,60.0769,0,0,92.7981,85.4684,76.747,88.3513,45.9167,0,0,54.2401
1,1,1,5,-8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,-8,3,8,3,1,3,1,5,5,1,1,1,1,1,1,2,1,4,1,1,1,4,4,1,1,4,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2,2,4,2,4,4,4,2,3,4,3,3,3,4,2,4,4,4,4,3,3,3,4,4,5,2,1,3,3,2,4,2,2,2,2,1,2,2,2,3,4,4,3,2,3,3,2,2,3,3,3,3,3,2,2,2,2,3,2,1,1,1,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,1,5,3,3,1,1,1,4,3,1,1,-8,2,4,1,0,0,1,2,2,-8,1,2,2,1,1,1,1,1,1,1,1,1,4,1,1,3,3,B,L,TFS2,4,4,-8,2,4,133977,105550,0,210.1385,156.4655,108.7029,109.3344,114.7328,0,245.3508,272.2251,198.8779,141.9753,132.5937,111.9222,157.9552,131.5595,111.188,151.5356,144.0196,225.071,215.4572,94.6317,127.0522,116.8598,0,208.6073,93.9065,121.7932,142.4238,254.7669,139.5199,0,201.3109,100.4438,238.536,148.0368,135.8702,107.4547,0,114.3645,0,0,0,0,164.0555,98.6173,141.104,111.7607,215.2944,128.4499,148.8817,106.4005,93.5734,140.8377,149.6817,115.101,150.5173,162.8235,134.7892,254.1745,127.0383,125.8062,0,106.5506,122.4527,0,0,0,127.6529,111.235,119.4937,0,273.6064,119.4219,0,113.9026,126.9865,253.8441,103.1761,117.3561,130.455,0,118.1094,279.2852,140.354,213.57,0,175.5714,117.0185,117.1762
2,2,5,12,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,-8,5,-8,-8,-8,-8,-8,-8,10,1,5,1,1,1,1,5,1,4,2,3,4,4,1,1,1,5,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,1,3,1,5,1,1,5,1,1,5,5,2,3,4,5,5,2,2,5,2,4,1,3,4,2,4,2,2,1,2,1,4,2,2,3,2,3,3,4,1,3,2,3,4,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,2,3,1,1,-8,-8,-8,-8,-8,3,5,2,2,1,1,1,5,3,1,1,-8,2,5,1,2,2,1,1,2,2,1,1,2,1,2,2,1,1,1,4,3,1,4,2,2,-8,3,A,L,TFS2,5,5,1,2,5,123924,105553,51.0978,37.644,0,26.7996,52.1793,64.0103,0,50.2826,0,0,57.2095,0,81.1811,0,43.6215,0,37.3224,46.525,55.8204,0,67.7973,39.9197,38.1642,0,50.3517,84.1093,43.039,50.7879,68.8275,72.9917,29.7394,0,0,47.0287,58.5528,0,0,78.828,0,48.7975,38.4119,46.2898,0,49.7171,0,35.1042,60.0411,45.1967,92.3663,45.2631,43.9164,49.8041,0,0,56.4948,74.2439,0,0,0,0,0,0,44.9222,0,54.51,47.0026,43.2172,58.5568,0,35.0974,0,51.5145,63.5452,68.625,0,0,52.9705,38.7197,0,0,0,63.9285,58.6219,0,61.7519,0,50.5372,45.5375,33.5409
4,4,1,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,-8,6,-8,-8,-8,-8,-8,-8,6,1,1,1,5,1,1,1,1,1,1,1,1,1,1,3,1,2,1,3,1,1,1,1,3,1,1,2,2,-8,-8,3,4,5,2,4,5,4,4,4,5,2,2,3,4,1,5,5,1,2,4,4,4,5,5,4,1,2,3,5,5,4,5,5,2,2,1,3,4,4,4,3,3,4,4,4,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,3,5,3,5,1,5,1,5,2,1,2,3,2,3,2,2,0,1,2,2,-8,2,1,2,3,2,2,2,3,3,1,1,1,4,2,2,-8,1,A,L,TFS2,35,35,1,2,36,138154,105563,88.6373,137.5489,71.5272,0,77.696,83.4053,0,104.3936,0,108.341,70.397,176.814,73.0284,75.3952,141.5245,0,83.0651,0,0,0,93.385,0,0,0,100.9319,0,92.5251,87.0811,85.578,0,0,0,0,92.1369,81.2352,92.709,0,0,0,175.2475,82.4161,0,170.9009,214.4754,186.0869,75.6598,98.1544,0,0,124.2504,84.4509,171.0348,0,140.903,222.8539,0,0,170.7189,81.669,78.484,98.9694,0,0,74.158,170.9977,161.7522,187.9392,97.3388,106.4375,85.3127,180.5352,187.3235,109.518,76.3447,0,108.5351,0,194.848,0,102.6957,192.7163,90.0956,85.1788,164.1895,86.2417,98.7893,94.4005,85.7356,77.1027
3,4,1,5,-8,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,-8,9,-8,-8,-8,-8,-8,-8,5,1,1,3,1,1,1,1,1,1,1,1,1,1,5,1,5,1,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,3,3,3,1,5,5,5,1,5,5,3,3,4,5,1,5,5,1,5,5,5,5,4,5,5,1,1,3,3,5,1,4,4,2,2,1,5,4,4,4,5,5,5,4,4,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,3,5,3,3,5,3,1,5,2,1,2,3,2,5,1,0,0,1,2,2,-8,1,-9,2,3,1,2,1,4,1,-9,5,1,4,2,2,2,3,B,L,TFS2,15,15,-8,2,7,139962,105579,3.0772,2.2067,4.2519,5.6946,3.1415,3.2173,6.1105,2.1707,4.0796,1.2055,7.8435,2.3565,1.7669,6.9572,4.8061,3.7054,7.1929,11.9492,4.135,2.9331,3.1493,3.2648,15.7753,6.4918,5.5756,5.5178,2.7884,4.0469,4.2756,8.6556,4.7652,3.8323,4.1342,3.6085,3.0384,8.6448,3.2145,7.9072,3.4422,3.6028,4.9015,3.8045,3.1057,7.6471,8.9598,2.8919,5.2587,6.0829,6.9219,2.003,.9653,3.3167,2.8905,1.6283,3.5635,3.859,6.7209,13.9958,2.7237,3.1298,5.9575,4.5358,7.5295,11.0574,3.4435,3.749,4.6138,4.0656,8.1502,5.8401,2.598,1.6335,1.8557,3.0965,9.3417,6.9003,9.3201,5.0708,4.7629,10.5811,4.4275,5.6396,4.1826,8.8853,7.9562,2.4028,7.2945,2.1064,4.3095
4,4,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7,0,0,0,2,-8,8,-8,-8,-8,-8,-8,-8,7,1,1,1,1,1,5,1,3,1,3,1,1,1,1,1,1,1,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,4,5,1,1,5,5,5,1,5,5,2,2,5,5,1,5,5,1,1,5,5,5,3,5,5,2,1,5,5,5,1,5,1,2,2,3,3,3,4,5,3,1,3,4,4,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,1,3,5,5,5,5,1,3,2,1,2,1,2,2,1,2,0,2,2,2,-8,1,1,2,4,1,5,3,1,3,1,1,1,4,4,4,-8,1,A,L,TFS2,26,26,2,3,5,112743,105587,23.9213,18.6802,47.368,47.0734,20.3068,20.7815,16.5293,54.181,24.7708,17.2199,0,19.6983,18.1521,15.8402,17.1996,20.5898,0,30.2969,16.5829,15.7899,0,19.5893,18.0152,18.6032,47.8724,0,13.8523,22.9342,23.2711,24.188,45.6565,34.4288,18.162,16.8832,15.0769,21.8274,14.1906,18.1007,17.9881,41.1623,44.553,29.8609,18.4114,47.0185,0,16.1663,15.564,22.808,14.4113,29.0549,14.5495,22.1195,16.1271,23.1976,22.3992,18.9084,0,23.0721,24.5248,16.1996,40.1335,0,20.4611,18.3227,18.6684,0,0,15.1322,40.9827,19.1758,15.7043,27.5567,15.4553,17.1952,14.7088,30.8929,16.2735,41.8542,35.4675,17.7628,13.1587,15.1298,23.9452,33.0644,16.8372,34.6949,26.7047,22.0366,17.5549
4,4,1,5,-9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-8,6,-8,-8,-8,-8,-8,-8,9,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,4,1,1,5,5,1,1,1,1,3,1,1,1,1,3,1,3,1,3,4,4,2,4,5,4,2,2,2,2,1,5,5,1,1,3,2,1,1,4,3,3,3,3,4,3,3,4,3,2,2,1,2,2,4,4,2,2,3,3,4,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,2,-8,-8,-8,-8,-8,-8,-8,-8,1,2,1,2,2,1,0,0,1,1,2,3,1,1,2,2,2,3,2,3,4,1,4,1,4,2,2,-8,1,A,L,TFS2,39,39,1,3,30,118623,105588,106.6869,62.0267,39.2423,40.0838,61.4052,72.9827,41.0838,30.1225,0,29.3271,66.4163,64.3826,0,0,0,41.6066,36.2965,33.0778,41.1693,66.289,69.4578,40.388,61.6755,37.3565,68.8401,71.7619,33.4266,30.8515,0,115.3499,33.4648,60.1626,63.8164,70.3591,85.6884,0,55.5621,30.4595,0,36.7251,67.2853,101.7311,37.7702,33.4533,0,35.2976,33.334,38.8835,115.1582,33.6871,41.1986,76.6681,0,28.6023,29.1605,32.284,36.8665,31.3487,35.8279,38.5533,68.0909,57.5875,69.3812,62.8003,0,70.0072,0,66.0267,72.3166,34.8069,64.4059,31.9965,63.466,38.0535,69.3995,70.1304,39.582,36.4109,62.1437,0,37.9738,0,0,32.9073,78.7873,73.894,27.6991,79.3874,55.7386
1,2,3,3,-9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,-8,5,-8,-8,-8,-8,-8,-8,6,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2,4,4,1,5,4,4,4,4,2,4,2,2,4,5,5,5,2,5,5,4,2,5,1,1,4,4,1,4,2,1,2,4,2,2,3,1,1,2,2,1,1,2,2,4,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,3,3,-8,-8,-8,-8,1,-8,-8,1,5,2,3,1,5,1,3,5,1,1,-8,2,4,1,0,0,1,2,2,-8,2,2,2,2,1,1,2,4,4,1,5,1,4,3,3,-8,2,A,L,TFS2,5,5,1,1,4,100611,105594,79.4147,87.2777,91.1751,100.3362,64.1142,0,83.8387,0,113.5862,92.3977,0,0,99.0241,0,0,0,86.7266,0,0,0,103.1171,82.4554,0,116.7641,0,116.3445,0,89.5342,87.4333,0,93.2374,0,0,0,0,0,94.6571,0,102.7449,120.2093,0,95.0046,82.8054,131.0704,120.0564,98.1556,104.8771,0,0,87.2166,90.2337,0,102.6761,114.4198,69.2257,94.6788,123.919,98.4605,0,0,0,114.311,120.0279,0,102.8097,118.7962,0,0,0,64.7988,90.8209,0,0,76.8987,0,73.5043,0,97.4338,0,0,74.0132,91.2032,0,0,0,89.6372,0,0,38.5055
1,1,2,6,-8,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-8,3,9,3,1,1,3,1,5,1,1,1,1,1,1,1,1,3,1,1,3,3,1,1,1,5,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,5,5,4,4,4,4,5,4,4,3,3,3,2,3,5,3,3,2,4,4,3,3,3,3,3,3,3,3,4,3,2,3,3,2,2,1,3,3,2,4,4,4,3,2,3,2,2,1,3,2,3,2,2,2,3,2,2,2,3,3,2,3,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,2,-8,-8,-8,-8,-8,-8,-8,-8,1,2,2,2,4,3,0,0,1,1,2,-8,2,2,1,1,2,1,1,1,1,1,4,1,4,4,4,2,1,B,L,TFS2,2,2,-8,2,2,103557,105595,28.2689,51.7628,19.7301,21.0873,0,16.3656,0,53.3005,25.7231,21.5551,21.4425,0,26.063,28.9108,22.3418,0,44.4566,22.8057,0,27.2944,0,57.4123,0,0,19.352,30.2322,19.4373,24.9247,28.4155,29.193,0,22.1382,22.3781,27.7087,0,55.2447,0,26.4638,29.3783,54.3604,23.1095,0,23.7865,0,49.3806,53.3205,22.6107,24.3372,26.1449,25.8583,26.5417,20.8173,27.0456,24.4558,24.2873,25.5716,42.3071,24.4192,28.297,0,27.038,24.1289,38.3416,19.154,0,0,27.3421,52.3633,29.2939,44.4687,39.4778,36.2209,0,52.7985,28.6198,0,23.2744,25.3649,26.1158,22.9555,29.0696,17.898,25.1801,20.367,0,21.1877,0,0,23.6418
2,2,3,3,-8,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-8,1,14,2,1,4,1,1,5,1,5,1,1,1,1,3,1,2,1,1,1,1,1,1,1,5,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2,4,5,2,5,5,5,1,5,5,1,2,5,4,4,5,5,1,1,4,5,4,4,5,5,4,3,4,5,4,5,5,4,2,2,3,5,3,2,3,4,3,2,1,1,1,3,3,3,3,3,2,2,3,1,3,2,3,3,1,3,3,3,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,3,5,5,5,1,4,1,5,3,1,2,3,2,4,1,0,0,1,2,2,-8,2,-9,2,2,1,1,1,1,1,-9,5,1,4,2,2,-8,2,A,L,TFS2,8,8,1,1,1,127691,105609,44.3429,0,47.4814,41.8274,0,45.8888,51.0665,0,0,38.667,46.4745,0,0,61.6201,44.3979,52.3868,0,0,51.447,54.0085,47.4262,57.5135,0,0,59.3049,40.5931,58.8524,55.0081,0,0,0,0,44.8587,46.7967,0,0,0,0,51.0667,47.0256,40.1811,47.6373,50.7938,0,41.6856,49.7278,0,49.5296,48.8535,0,0,47.3645,0,0,0,0,0,39.9972,0,0,0,0,47.7412,0,60.3713,45.9949,55.5512,0,0,51.7758,0,54.7985,47.8108,43.9594,44.7177,41.4321,0,42.1478,49.9685,0,0,58.4323,0,51.2737,0,47.8896,0,0,24.6169
2,3,9,1,-8,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-8,3,12,4,5,2,3,1,4,1,1,1,1,1,1,4,4,4,1,1,1,2,1,1,1,4,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,4,5,3,5,5,5,4,2,4,1,1,5,1,5,5,5,1,4,5,2,2,2,5,5,1,4,3,3,1,5,5,5,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,3,2,2,2,2,1,3,2,2,2,1,1,2,2,3,3,3,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,2,-8,-8,-8,-8,-8,-8,-8,-8,1,2,2,2,6,1,6,0,1,2,2,1,2,-9,1,2,1,2,2,1,1,-9,4,1,4,2,2,-8,2,A,L,TFS2,3,3,1,1,3,141646,105609,46.6558,0,58.1871,56.2744,0,62.1597,68.7722,0,0,35.7675,54.766,0,0,77.8272,76.222,80.6616,0,0,84.7531,55.632,64.8349,67.2589,0,0,66.3851,68.2168,73.8571,64.8815,0,0,0,0,48.6126,76.7399,0,0,0,0,51.6541,53.963,44.2691,63.6835,56.8853,0,63.7707,71.5717,0,50.6824,59.1005,0,0,64.5688,0,0,0,0,0,59.2519,0,0,0,0,52.0367,0,86.7151,40.2718,87.73,0,0,48.249,0,59.8807,38.843,72.029,46.2812,36.422,0,54.5595,62.8102,0,0,82.3743,0,61.0799,0,48.6822,0,0,31.8504
