AGE_T,AGE_TT,ASSIGN,ASSIGN_S,COLBARG,ENRK12UG,F_F0050,F_F0051,F_F0053,F_F0054,F_F0055,F_F0056,F_F0057,F_F0058,F_F0059,F_F0060,F_F0061,F_F0062,F_F0063,F_F0064,F_F0065,F_F0066,F_F0067,F_F0068,F_F0069,F_F0070,F_F0071,F_F0072,F_F0073,F_F0074,F_F0075,F_F0076,F_F0077,F_F0078,F_F0079,F_F0080,F_F0081,F_F0082,F_F0083,F_F0084,F_F0085,F_F0086,F_F0087,F_F0088,F_F0089,F_F0090,F_F0091,F_F0092,F_F0093,F_F0094,F_F0095,F_F0096,F_F0097,F_F0098,F_F0099,F_F0100,F_F0101,F_F0102,F_F0103,F_F0104,F_F0105,F_F0106,F_F0107,F_F0108,F_F0109,F_F0110,F_F0111,F_F0112,F_F0113,F_F0114,F_F0115,F_F0116,F_F0117,F_F0118,F_F0119,F_F0120,F_F0121,F_F0122,F_F0123,F_F0124,F_F0125,F_F0126,F_F0127,F_F0128,F_F0129,F_F0130,F_F0131,F_F0132,F_F0133,F_F0134,F_F0135,F_F0136,F_F0137,F_F0138,F_F0139,F_F0140,F_F0141,F_F0142,F_F0143,F_F0144,F_F0145,F_F0146,F_F0147,F_F0148,F_F0149,F_F0150,F_F0151,F_F0152,F_F0153,F_F0154,F_F0156,F_F0157,F_F0159,F_F0160,F_F0161,F_F0162,F_F0163,F_F0164,F_F0165,F_F0166,F_F0167,F_F0169,F_F0170,F_F0171,F_F0172,F_F0173,F_F0174,F_F0175,F_F0176,F_F0177,F_F0178,F_F0179,F_F0180,F_F0181,F_F0182,F_F0183,F_F0184,F_F0185,F_F0186,F_F0187,F_F0188,F_F0194,F_F0195,F_F0196,F_F0197,F0050,F0051,F0053,F0054,F0055,F0056,F0057,F0058,F0059,F0060,F0061,F0062,F0063,F0064,F0065,F0066,F0067,F0068,F0069,F0070,F0071,F0072,F0073,F0074,F0075,F0076,F0077,F0078,F0079,F0080,F0081,F0082,F0083,F0084,F0085,F0086,F0087,F0088,F0089,F0090,F0091,F0092,F0093,F0094,F0095,F0096,F0097,F0098,F0099,F0100,F0101,F0102,F0103,F0104,F0105,F0106,F0107,F0108,F0109,F0110,F0111,F0112,F0113,F0114,F0115,F0116,F0117,F0118,F0119,F0120,F0121,F0122,F0123,F0124,F0125,F0126,F0127,F0128,F0129,F0130,F0131,F0132,F0133,F0134,F0135,F0136,F0137,F0138,F0139,F0140,F0141,F0142,F0143,F0144,F0145,F0146,F0147,F0148,F0149,F0150,F0151,F0152,F0153,F0154,F0156,F0157,F0159,F0160,F0161,F0162,F0163,F0164,F0165,F0166,F0167,F0169,F0170,F0171,F0172,F0173,F0174,F0175,F0176,F0177,F0178,F0179,F0180,F0181,F0182,F0183,F0184,F0185,F0186,F0187,F0188,F0194,F0195,F0196,F0197,FTPT_S,GENDER,HIDEGREE,JOBDES_S,MINENR_S,MINTCH_S,NEWTCH,PD_CPTR,PD_DISC,PD_MTHD,PD_STAS,PD_STDS,PD_SUBJ,PGMTYPE,PLANS_S,RACE,RACETH_T,REGION,REGION_T,RELIG,SCHLEVEL,SECTOR,STATUS,SURVEY,TOTEXP_T,TOTEXPER,UNION,URBANIC,YRTCHSC,CNTLNUM,SCHCNTL,TFRPWT1,TFRPWT10,TFRPWT11,TFRPWT12,TFRPWT13,TFRPWT14,TFRPWT15,TFRPWT16,TFRPWT17,TFRPWT18,TFRPWT19,TFRPWT2,TFRPWT20,TFRPWT21,TFRPWT22,TFRPWT23,TFRPWT24,TFRPWT25,TFRPWT26,TFRPWT27,TFRPWT28,TFRPWT29,TFRPWT3,TFRPWT30,TFRPWT31,TFRPWT32,TFRPWT33,TFRPWT34,TFRPWT35,TFRPWT36,TFRPWT37,TFRPWT38,TFRPWT39,TFRPWT4,TFRPWT40,TFRPWT41,TFRPWT42,TFRPWT43,TFRPWT44,TFRPWT45,TFRPWT46,TFRPWT47,TFRPWT48,TFRPWT49,TFRPWT5,TFRPWT50,TFRPWT51,TFRPWT52,TFRPWT53,TFRPWT54,TFRPWT55,TFRPWT56,TFRPWT57,TFRPWT58,TFRPWT59,TFRPWT6,TFRPWT60,TFRPWT61,TFRPWT62,TFRPWT63,TFRPWT64,TFRPWT65,TFRPWT66,TFRPWT67,TFRPWT68,TFRPWT69,TFRPWT7,TFRPWT70,TFRPWT71,TFRPWT72,TFRPWT73,TFRPWT74,TFRPWT75,TFRPWT76,TFRPWT77,TFRPWT78,TFRPWT79,TFRPWT8,TFRPWT80,TFRPWT81,TFRPWT82,TFRPWT83,TFRPWT84,TFRPWT85,TFRPWT86,TFRPWT87,TFRPWT88,TFRPWT9,TFSFINWT
4,4,4,11,-9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-8,6,-8,-8,-8,-8,-8,-8,9,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,1,4,1,1,1,5,1,1,1,3,4,4,5,2,5,5,5,5,2,5,2,1,5,2,5,5,5,4,4,4,4,5,1,5,2,1,5,5,5,5,4,2,2,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,4,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,2,-8,-8,-8,-8,-8,-8,-8,-8,1,1,-8,2,4,3,0,0,1,1,2,-8,2,2,2,3,1,3,1,3,1,1,5,1,4,4,4,-8,2,A,L,TFS2,32,32,1,2,26,101872,105614,0,0,517.6021,0,179.4304,0,0,194.4476,147.6387,267.1064,103.9574,0,160.6234,140.7912,275.6555,94.4336,329.9351,0,166.8283,0,274.1856,191.6995,0,0,86.0035,171.2868,0,0,0,0,0,141.6962,0,0,0,0,151.5891,188.5736,147.6922,142.1214,0,113.6184,277.5691,0,192.9546,347.3439,0,180.6589,178.5715,151.7297,140.9057,99.3742,351.8231,0,0,224.0383,0,0,0,155.774,0,166.9744,0,97.0637,0,0,0,170.4727,180.1058,124.5937,231.6451,143.9025,0,292.8427,154.8023,156.5769,401.9057,200.6,0,131.0211,132.6841,222.566,0,0,0,0,258.2965,169.2245,105.2045
1,1,2,9,2,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-8,3,9,2,5,1,1,1,5,1,1,3,1,1,3,1,1,5,1,1,3,4,3,1,1,1,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2,3,1,5,3,2,1,5,1,1,5,5,1,1,2,5,5,2,5,2,1,4,5,1,2,5,3,1,1,3,1,1,2,2,2,3,1,1,1,1,1,1,2,2,3,1,2,2,2,2,3,2,2,2,1,2,2,2,2,2,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,2,-8,-8,-8,-8,-8,-8,-8,-8,1,2,2,2,3,3,0,0,1,2,2,-8,2,4,1,5,1,2,1,1,2,6,4,2,3,1,1,-8,2,A,L,TFS2,3,3,1,1,1,148686,105616,258.7432,0,0,281.1147,0,254.189,317.5232,0,0,292.3929,0,195.3846,0,173.5482,325.7147,0,0,0,209.7291,237.2391,223.3045,276.9679,230.0709,307.8935,265.9272,0,286.2679,0,0,0,0,283.7142,228.5311,0,0,0,0,228.1226,425.216,0,281.6817,0,0,0,464.653,295.3297,505.6175,262.164,336.7002,0,241.8573,217.0437,0,0,0,541.6286,0,0,0,0,0,407.1626,0,233.5251,0,0,0,239.6833,258.2084,0,0,264.0527,0,255.4809,301.0825,211.6164,0,0,410.7286,254.4778,0,0,514.0364,164.3119,0,271.0159,183.1819,337.0869,189.2185
3,3,2,8,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-8,9,-8,-8,-8,-8,-8,-8,1,1,1,5,1,1,1,5,1,1,1,1,1,1,1,1,1,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,4,4,5,1,2,4,5,1,4,5,2,4,1,5,4,1,2,5,4,5,1,2,4,2,5,5,4,1,1,1,1,1,2,2,1,1,1,1,1,2,1,1,1,4,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,1,5,1,1,3,3,1,1,4,1,2,1,2,4,1,4,0,1,2,2,-8,2,4,2,2,1,1,1,2,4,1,5,1,4,3,3,-8,2,A,L,TFS2,4,4,2,1,3,139582,105618,102.585,118.0653,0,0,0,110.5441,0,0,0,0,121.2399,101.589,0,0,103.106,101.1986,139.2035,0,0,0,0,0,0,119.6696,82.5916,150.7839,98.609,137.267,0,82.7222,0,0,0,103.1865,133.875,0,0,89.8682,0,0,0,98.3718,0,109.758,122.7648,0,0,0,125.7982,0,0,86.5445,0,113.8451,0,0,0,82.687,111.6221,92.915,0,113.1149,0,90.1334,0,83.6085,0,0,80.4409,0,107.2551,0,121.4882,103.7748,0,0,124.751,101.3718,0,0,96.1,85.2407,0,112.3813,0,99.6525,81.4515,0,44.7088
1,1,2,9,-8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-8,3,10,3,1,1,3,1,5,1,1,1,1,1,1,1,4,3,1,1,1,4,2,1,1,3,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2,4,5,4,5,5,5,5,5,5,3,5,4,5,5,5,5,5,3,4,3,4,5,5,5,2,4,1,4,3,4,3,3,2,2,1,4,4,4,4,4,4,5,4,3,2,2,1,1,1,3,1,3,3,2,1,2,2,2,1,3,1,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,2,-8,-8,-8,-8,-8,-8,-8,-8,1,1,-8,2,4,1,2,0,1,1,2,3,1,1,2,2,1,1,1,1,1,1,3,1,4,2,2,2,1,B,L,TFS2,4,4,-8,1,3,122983,105625,150.1422,274.1493,229.1769,348.5475,0,0,173.206,322.3276,0,177.2174,164.7521,157.8184,184.2166,0,0,168.7701,167.9044,214.1826,164.6476,190.3847,215.5717,0,0,262.0705,0,451.6566,0,0,162.0646,168.5092,169.7023,140.9308,0,0,0,164.8184,206.1631,167.7707,297.2039,142.5799,0,0,249.5108,243.196,178.3851,171.9217,185.7854,0,0,0,0,241.7386,325.0784,137.6758,380.4964,147.1945,152.532,0,149.8565,0,304.2393,0,236.1893,168.4889,152.8146,174.0282,148.6672,162.3547,234.3451,194.3091,292.7752,0,206.2106,148.7815,0,0,257.2317,0,202.6666,181.9717,0,0,0,171.3549,241.7177,328.4097,159.7628,152.4701,137.6344
4,4,1,5,-8,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-8,6,-8,-8,-8,-8,-8,-8,9,1,1,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,1,1,1,1,1,1,1,1,2,-8,2,4,5,1,5,5,5,1,5,5,1,1,1,5,1,5,5,1,1,5,5,4,1,5,5,1,1,5,5,5,5,5,5,2,2,1,5,4,5,5,5,5,4,5,4,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,2,-8,-8,-8,-8,-8,-8,-8,-8,1,2,1,2,3,2,0,0,1,2,3,1,2,-9,2,1,1,1,2,2,1,-9,2,1,4,2,2,-8,1,A,L,TFS2,39,39,1,1,21,120624,105629,65.1032,32.4817,31.3773,0,0,0,58.9888,33.2416,35.7314,92.9587,40.1137,0,29.4887,63.8923,58.9296,79.9807,36.8723,70.4836,33.6426,32.672,94.8547,0,0,0,34.469,67.407,90.664,94.8168,68.5459,55.3318,62.0702,35.2267,30.0846,33.5123,32.8535,28.9866,98.2043,64.3157,90.0126,36.3015,64.7091,67.5654,28.7105,65.4327,29.727,0,33.1295,29.0117,60.7308,60.6449,59.6113,43.0948,32.2173,33.4444,0,35.3777,0,37.9759,81.2501,36.8554,34.1008,36.1068,59.4565,63.5801,0,30.4962,60.7223,36.1455,56.0654,35.5076,56.9735,33.9082,0,0,65.9544,65.2132,31.2764,31.7583,63.5448,63.946,58.5941,57.2854,91.6039,0,31.8345,32.1392,0,29.9126,45.9333
2,2,9,1,-8,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-8,4,-8,-8,-8,-8,-8,-8,3,1,1,1,1,1,1,5,5,5,1,5,3,3,1,1,1,5,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,4,4,3,4,4,3,4,1,1,2,2,2,3,4,5,5,5,4,4,2,3,2,4,4,4,2,1,4,2,4,2,2,2,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,4,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,2,3,1,-8,-8,-8,1,-8,1,2,-8,-8,-8,-8,-8,-8,-8,-8,1,2,2,2,2,1,0,0,2,2,2,1,2,-9,2,3,1,2,1,1,1,-9,4,1,4,2,2,-8,1,A,L,TFS2,6,6,1,1,2,122953,105629,75.4244,35.707,34.7858,0,0,0,60.5565,44.0419,42.9084,87.6832,53.7727,0,40.2718,76.0578,66.4994,76.9108,45.3593,86.2703,33.4555,36.6312,102.866,0,0,0,41.293,76.2169,110.5012,108.8265,76.2693,65.9759,65.0583,41.0964,32.1742,36.6409,45.3765,30.8068,118.0515,76.3939,106.2254,43.8729,75.2208,67.3233,32.445,80.0414,34.129,0,40.8099,46.7644,74.8013,68.8351,77.6954,45.0407,48.7481,37.6096,0,43.1576,0,42.1863,82.4714,50.3046,39.5931,36.7801,81.4196,67.3202,0,44.0703,65.7028,45.5365,68.829,43.0431,60.1418,36.328,0,0,67.2524,69.623,36.4902,39.1408,69.6853,72.7783,63.7724,67.7238,86.1545,0,34.6595,36.627,0,35.6963,54.1578
4,4,6,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-8,6,-8,-8,-8,-8,-8,-8,9,1,1,3,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,2,-8,-8,3,3,5,5,5,5,5,3,3,3,3,3,3,4,5,5,5,3,3,5,2,2,4,5,5,3,3,3,2,2,4,4,4,2,2,3,5,5,5,5,5,4,5,5,4,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,2,-8,-8,-8,-8,-8,-8,-8,-8,1,2,1,2,3,3,0,0,1,1,3,-8,1,1,2,1,1,1,3,1,1,1,2,1,4,1,1,-8,2,A,L,TFS2,32,32,1,2,31,148826,105643,16.8109,32.6359,30.2418,15.5352,15.2402,34.8079,15.7316,0,32.2406,15.3617,34.5531,14.2377,12.9609,29.8269,17.1232,26.6606,16.3803,17.7375,15.5578,0,26.0446,19.279,31.2489,15.5916,35.4578,17.1487,17.7023,16.6859,32.1039,0,28.3708,0,18.7281,15.1987,16.5814,15.9491,16.1249,17.2996,15.0573,33.125,27.4326,16.9264,19.459,14.5735,27.879,45.2789,0,15.4287,18.1974,0,14.2868,0,27.093,16.6599,14.5416,16.524,0,14.9044,31.1712,19.2662,31.3886,0,13.6879,28.8766,17.739,15.0333,15.1079,18.3199,17.3849,0,16.4204,15.8618,15.7844,33.184,16.1197,18.9655,28.4119,16.6631,17.6768,0,17.2779,0,29.4925,34.0166,14.5785,17.2556,27.8089,29.1978,18.7178
4,4,1,5,2,2,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7,0,0,0,2,-8,2,4,2,1,1,3,3,4,2,1,2,1,1,1,1,1,3,1,1,1,1,1,1,1,4,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2,5,5,1,5,5,3,1,5,5,1,1,5,5,1,1,1,5,1,5,1,2,5,5,4,1,1,3,5,2,5,5,5,2,2,1,4,4,2,4,3,3,2,3,2,3,2,1,2,3,3,1,1,1,3,3,2,3,3,3,3,1,1,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,3,5,4,2,1,5,1,5,2,5,2,1,2,6,1,0,0,1,2,2,-8,1,1,2,1,1,4,4,5,1,1,3,1,4,1,1,-8,1,A,L,TFS2,5,5,2,2,5,138274,105646,912.1231,0,0,0,573.442,0,1181.0621,514.8628,0,537.9604,0,701.6206,0,713.1938,0,656.7681,715.7564,0,770.9528,0,0,0,647.56,632.3133,0,539.3913,604.6342,496.5636,0,468.7085,654.9134,695.903,0,652.796,0,0,0,0,0,580.9029,0,0,0,660.5753,1212.6534,0,0,0,0,0,0,0,0,0,656.061,0,592.1157,728.0718,0,0,0,491.0587,598.3454,0,775.5838,0,0,0,0,0,0,0,0,0,836.5359,0,0,0,0,634.4049,0,0,736.8647,0,712.9635,0,0,0,269.2197
1,1,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,-8,2,14,2,3,3,1,3,2,1,1,1,1,1,1,1,4,4,4,2,1,3,1,1,1,1,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,2,5,3,5,5,4,3,3,4,2,2,5,5,1,4,2,3,3,5,5,2,2,2,2,2,5,2,4,2,4,4,4,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2,3,2,2,2,3,3,1,1,2,1,2,3,1,3,3,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,2,3,1,1,-8,-8,1,-8,-8,1,1,5,5,5,1,1,3,5,1,2,1,2,2,3,0,0,1,2,2,-8,1,1,1,3,1,1,1,1,1,1,3,1,4,2,2,-8,2,A,L,TFS2,1,1,2,3,1,138036,105648,7.6043,0,9.811,10.2146,10.0419,10.3829,10.0157,9.8719,9.4107,11.1748,10.1491,0,0,8.7881,10.1133,16.5459,9.7881,8.2847,8.6295,0,9.1402,7.7679,0,17.9066,11.1248,7.4709,9.5358,10.3813,8.501,17.4063,20.0298,9.3712,19.5281,0,0,10.4611,9.1694,9.5865,0,10.2801,9.473,17.1612,0,17.9131,7.1722,19.8516,9.3285,0,8.9645,0,9.0112,0,19.9283,10.2863,0,8.2858,9.3787,9.3818,0,9.822,10.3724,8.8617,9.2171,10.3987,11.4524,9.1252,0,9.045,9.6682,0,10.7383,15.8813,9.5884,7.135,19.2931,9.2897,0,10.1062,0,0,0,7.9158,9.3686,9.4115,9.8263,19.7936,0,10.6533,9.1705
3,4,9,13,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-8,1,14,1,4,1,3,2,4,1,1,1,1,1,1,1,5,5,1,1,1,1,1,1,1,1,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,3,5,5,1,2,2,5,2,2,5,2,4,3,4,4,4,4,3,4,2,1,5,3,2,5,2,1,4,4,4,2,2,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,2,2,2,1,3,2,2,2,2,2,3,1,2,2,3,2,2,1,1,2000,3,1,1,-8,1,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,3,3,4,4,2,1,5,4,5,4,2,1,2,4,1,1,0,1,2,3,-8,2,2,2,1,3,4,2,3,4,1,3,1,4,4,4,-8,1,A,L,TFS2,11,11,1,1,1,136484,105651,0,21.0779,11.2331,14.6505,19.8097,0,11.9812,10.4268,17.6997,22.3107,14.7155,9.0356,0,8.1675,10.6775,14.1912,0,17.4838,22.8462,16.1177,0,12.5565,19.3355,12.8739,14.8347,31.0617,14.6782,12.7485,14.6736,10.9483,12.3819,11.2415,11.98,23.3047,12.3845,20.2374,0,11.3582,10.5031,26.3238,24.0734,26.7631,14.0853,14.7732,18.5089,15.6275,0,24.6872,20.8881,12.7166,8.1261,12.2535,12.4409,13.4573,15.7974,15.8234,12.3334,12.2706,11.8748,31.8377,14.8678,19.1597,28.0294,26.5796,10.1999,14.6614,10.6376,13.4257,14.6388,14.5194,11.0766,11.4393,0,11.6141,15.3848,19.7181,15.1009,11.7959,16.0399,0,0,12.0405,19.5468,34.3282,16.9296,8.4563,13.8247,15.6109,13.581
3,3,1,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,-8,3,14,1,1,1,2,3,4,1,1,1,1,1,1,1,5,5,1,1,5,5,5,1,5,1,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2,4,5,5,1,5,3,2,5,5,5,4,1,3,1,5,3,5,5,3,1,2,5,4,1,1,3,4,4,2,1,2,2,2,2,3,3,1,1,2,1,1,1,3,3,2,2,2,2,2,3,2,3,2,1,2,3,2,2,1,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,3,3,-8,1,-8,-8,-8,-8,-8,3,1,2,3,4,1,1,5,2,1,2,1,2,4,1,3,0,1,1,2,3,1,1,1,2,1,1,1,1,2,1,1,1,4,2,2,-8,1,A,L,TFS2,3,3,1,3,2,100250,105659,94.7085,124.435,42.7053,41.6103,76.3068,35.1731,76.7354,37.6584,36.1182,39.0841,40.4211,45.3049,0,140.3836,0,100.127,123.3124,81.3365,45.8075,85.7803,37.036,40.623,0,92.67,77.4317,43.5963,31.6417,69.8519,84.5439,65.2356,34.9255,46.0685,0,36.6675,40.8617,35.704,40.1094,40.3392,40.7244,85.5601,98.161,0,39.6837,39.5636,79.662,76.1124,41.6368,68.4199,34.1666,0,0,89.0679,53.0194,76.1677,124.3111,98.1875,93.2983,39.47,75.9872,68.2078,74.1099,117.8744,86.0067,68.7588,46.274,87.8846,64.6138,40.9711,44.0917,104.0044,32.8433,138.3567,0,46.2098,74.4779,82.1883,33.3781,33.048,79.0486,38.685,44.3512,75.4838,74.4672,77.5141,39.2835,38.5052,0,81.3796,55.7058
