F0195,F0196,F0197,FTPT_S,GENDER,CNTLNUM_T,SCHCNTL,label,AGE_T,EARNALL,EARNSCH,MINTCH,NEWTCH,RACETH_T,STU_TCH,T0065,T0066,T0067,T0068,T0069,T0070,T0072,T0080,T0081,T0082,T0084,T0087,T0090,T0093,T0096,T0099,T0102,T0103,T0104,T0120,T0179,T0180,T0181,T0182,T0183,T0184,T0191,T0192,T0193,T0194,T0195,T0196,T0197,T0198,T0199,T0200,T0201,T0202,T0203,T0204,T0205,T0206,T0209,T0210,T0211,T0212,T0273,T0339,T0340,T0341,T0343,T0345,T0347,T0348,T0350,T0352,T0355,TOTEXPER,MINENR,PGMTYPE,REGION,S0265,S0266,S0267,S0268,S0269,S0270,S0271,S0272,S0273,S0274,S0275,S0276,S0282,S0283,S0284,S0285,S0286,S0287,S0288,S0290,S0306,S0307,S0308,S1611,S1612,S1613,S1614,S1615,S1616,S1617,S1618,S1619,S1620,S1621,S1622,S1623,S1624,S1625,S1626,S1627,SCHLEVEL,URBANIC,A0053,A0054,A0055,A0056,A0225,A0226,A0227,AGE_P,RACETH_P,CNTLNUM_P
1,4,0,1,2,101577,101990,1,3,1,1,1,2,4,12.31,3,4,1,6,0,1,4,1,4,4,-8,-8,-8,-8,-8,-8,3,1,1,2,2,2,1,2,2,2,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,3,10,3,2,2,35,1,2,2,2,2,1,2,2,2,1,13,1,1,2,4,2,2,2,2,2,2,2,2,2,2,2,1,2,3,1,2,3,1,-8,-8,-8,-8,2,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,3,1,0,15,1,4,3,2,2,4,102612
2,1,0,1,1,115318,101991,1,1,2,1,3,1,1,15.63,1,0,2,-8,-8,1,22,2,-8,-8,-8,-8,-8,-8,-8,-8,36,1,2,3,2,1,2,2,1,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,1,-8,-8,-8,1,-8,-8,-8,-8,40,4,4,2,2,1,1,1,2,1,1,1,3,1,3,1,2,4,1,1,1,1,4,1,1,1,1,1,1,4,1,1,4,1,-8,-8,-8,-8,2,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2,3,4,10,14,0,3,2,1,4,1,106390
1,1,0,1,2,138067,101995,1,3,1,1,2,2,4,8.08,7,0,2,-8,-8,1,45,2,-8,-8,-8,-8,-8,-8,-8,-8,6,1,1,1,1,1,2,1,1,2,-8,-8,-8,-8,-8,-8,-8,-8,1,1,1,-8,-8,-8,-8,2,-8,-8,-8,-8,35,2,1,2,2,2,2,2,2,2,1,7,1,1,1,1,3,1,1,1,1,3,1,1,1,1,1,1,1,4,1,1,4,1,-8,-8,-8,-8,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,3,2,0,16,0,4,3,2,2,4,110539
3,0,0,1,2,135795,102002,1,1,2,2,4,1,5,25.22,3,0,2,-8,-8,1,4,2,-8,-8,-8,-8,-8,-8,-8,-8,3,1,1,1,1,1,2,1,1,2,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,4,10,5,3,5,30,1,5,2,2,2,3,2,2,2,1,3,4,3,2,4,5,3,2,2,4,2,2,2,5,2,2,1,3,4,1,3,4,1,-8,-8,-8,-8,2,2,1,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,3,1,6,28,2,0,4,4,2,5,4,107996
1,0,0,1,1,116672,102006,1,3,4,4,2,2,4,16.47,17,0,2,-8,-8,1,59,1,44,3,-8,-8,-8,-8,-8,-8,32,1,1,1,2,1,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,35,1,1,2,2,2,5,2,2,2,1,17,2,1,2,2,4,3,3,1,5,1,1,3,3,1,5,1,1,2,1,1,2,2,-8,-8,-8,-8,2,2,1,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2,2,6,3,4,0,4,6,1,4,4,101668
1,0,0,1,2,141391,102008,1,1,1,1,1,1,4,17.97,1,0,2,-8,-8,1,50,2,-8,-8,-8,-8,-8,-8,-8,-8,23,1,1,3,2,1,1,2,1,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,1,-8,-8,-8,-8,35,2,1,2,2,1,1,2,2,1,1,1,1,1,1,1,5,4,5,1,1,1,1,1,5,1,1,1,1,2,1,1,2,1,2,1,1,2,2,2,1,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,3,11,11,9,0,3,3,1,4,4,105939
1,0,0,1,2,120579,102009,1,3,2,2,2,2,4,14.33,5,4,1,3,0,1,13,1,25,4,-8,-8,-8,-8,-8,-8,55,1,2,1,1,2,2,1,1,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,1,1,1,1,-8,-8,-8,-8,38,2,5,2,2,2,3,1,2,2,1,12,3,1,1,1,5,4,4,1,4,5,5,5,5,4,5,1,1,1,1,1,1,2,-8,-8,-8,-8,2,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2,3,0,0,25,0,4,3,2,4,4,108020
1,1,0,1,2,129572,102014,1,1,1,1,1,1,4,5.7,1,0,2,-8,-8,1,5,2,-8,-8,1,-8,-8,-8,-8,-8,38,2,-8,3,1,1,1,2,1,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,1,1,1,1,1,1,-8,-8,-8,-8,40,3,3,2,1,1,1,1,2,2,1,1,1,1,2,1,1,2,2,2,2,5,5,1,2,2,2,3,-8,-8,-8,-8,-8,2,-8,-8,-8,-8,2,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2,3,3,3,7,2,4,1,1,2,4,103885
3,0,0,1,2,121752,102024,1,2,2,2,3,2,4,13.98,7,0,1,4,0,1,4,1,20,2,-8,-8,1,-8,-8,-8,57,1,1,1,1,1,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,3,5,5,5,5,30,1,1,2,2,2,4,2,2,2,1,11,4,3,1,1,5,3,3,2,3,5,4,2,3,2,2,1,1,4,1,1,4,2,-8,-8,-8,-8,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,5,6,19,0,5,4,2,4,4,101813
1,0,0,1,2,133524,102040,1,1,2,2,1,2,4,16.24,4,0,2,-8,-8,1,4,2,-8,-8,-8,-8,-8,-8,-8,-8,49,1,1,1,1,2,1,1,2,2,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,3,2,1,1,0,33,1,1,1,2,2,4,1,2,2,1,4,3,1,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,1,3,1,1,3,2,-8,-8,-8,-8,2,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,2,3,0,25,0,4,3,1,4,4,105265
1,2,0,1,2,126374,102042,1,2,1,1,1,2,4,16.27,6,0,2,-8,-8,1,1,2,-8,-8,-8,1,-8,-8,-8,-8,3,1,1,1,2,1,2,2,1,1,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,3,5,8,5,6,35,1,1,2,2,2,1,1,2,2,2,6,2,1,3,3,4,1,1,1,1,1,1,4,1,1,1,1,1,2,1,1,2,2,-8,-8,-8,-8,2,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,2,1,0,21,0,3,3,2,5,4,101506
1,5,1,1,1,142047,102049,1,2,1,1,2,1,1,15.08,3,0,2,-8,-8,1,4,2,-8,-8,-8,-8,-8,-8,-8,-8,54,1,4,1,2,2,2,2,1,1,-8,-8,-8,-8,-8,-8,-8,-8,1,1,1,-8,-8,-8,-8,3,5,5,5,5,43,4,1,2,2,2,1,2,2,2,1,3,1,1,2,1,2,3,3,2,2,2,4,1,2,4,6,1,1,2,1,1,2,2,-8,-8,-8,-8,2,2,1,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,3,2,5,0,15,0,5,3,1,4,4,108233
1,3,2,1,2,106545,102062,1,1,2,2,3,2,3,14.29,6,0,2,-8,-8,1,4,2,-8,-8,-8,-8,-8,-8,-8,-8,3,1,1,1,1,1,1,2,1,1,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,4,17,5,3,3,38,4,4,2,1,2,2,2,2,2,2,6,4,1,3,3,5,1,1,1,1,1,1,1,1,1,1,1,3,4,1,3,4,1,-8,-8,-8,-8,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,3,10,2,14,0,4,2,2,4,4,107230
3,1,0,1,2,107614,102062,1,1,1,1,3,1,4,14.29,1,0,2,-8,-8,1,4,2,-8,-8,-8,-8,-8,-8,-8,-8,3,1,1,3,1,1,1,2,1,1,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,4,5,5,3,3,40,3,5,2,2,1,1,2,1,2,2,1,4,1,3,3,5,1,1,1,1,1,1,1,1,1,1,1,3,4,1,3,4,1,-8,-8,-8,-8,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,3,10,2,14,0,4,2,2,4,4,107230
2,1,0,1,2,116602,102062,1,3,2,2,3,2,4,14.29,17,0,2,-8,-8,1,25,1,31,2,-8,-8,-8,-8,-8,-8,49,1,1,1,1,1,1,2,1,1,-8,-8,1,1,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,5,30,10,0,0,40,4,2,2,2,2,3,2,1,2,2,17,4,1,3,3,5,1,1,1,1,1,1,1,1,1,1,1,3,4,1,3,4,1,-8,-8,-8,-8,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,3,10,2,14,0,4,2,2,4,4,107230
1,1,0,1,1,110976,102087,1,4,4,4,5,2,4,23.44,32,0,2,-8,-8,1,47,1,47,1,-8,-8,-8,-8,-8,-8,18,1,1,1,2,2,1,2,2,2,-8,-8,-8,-8,-8,-8,1,1,1,1,1,-8,-8,-8,-8,1,-8,-8,-8,-8,33,1,1,2,2,1,5,2,1,1,1,32,4,3,2,3,4,3,1,1,4,5,5,1,1,1,1,1,1,2,1,1,2,2,-8,-8,-8,-8,2,2,1,2,1,1,1,1,2,2,1,1,1,1,2,1,2,1,1,14,4,13,0,4,4,2,5,3,108886
1,1,0,1,2,125140,102087,1,4,4,4,5,2,4,23.44,13,9,2,-8,-8,1,43,1,44,2,-8,-8,-8,-8,-8,-8,2,1,1,1,1,1,1,2,1,2,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,3,10,5,3,3,38,2,1,1,2,2,5,2,2,1,1,22,4,3,2,3,4,3,1,1,4,5,5,1,1,1,1,1,1,2,1,1,2,2,-8,-8,-8,-8,2,2,1,2,1,1,1,1,2,2,1,1,1,1,2,1,2,1,1,14,4,13,0,4,4,2,5,3,108886
1,1,0,1,1,118401,102088,1,1,1,1,1,1,4,11.74,2,0,2,-8,-8,1,4,2,-8,-8,-8,-8,-8,-8,-8,-8,16,1,3,1,2,2,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,1,1,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,40,1,1,2,1,2,1,1,2,2,1,2,1,1,2,3,4,2,2,2,2,2,2,1,1,2,2,1,1,3,1,1,3,1,-8,-8,-8,-8,2,2,1,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,3,22,5,7,0,3,2,1,5,4,107416
2,2,0,1,2,129199,102093,1,4,4,3,3,2,4,12.14,7,0,2,-8,-8,1,32,1,31,3,-8,-8,-8,-8,-8,-8,3,1,1,1,1,1,1,1,1,1,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,3,5,4,4,4,37,2,2,1,2,2,4,1,2,1,1,7,2,1,2,3,5,3,3,5,3,3,3,3,5,3,3,1,1,1,1,1,1,2,-8,-8,-8,-8,2,2,1,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,2,5,5,16,0,4,6,2,3,3,100122
1,6,1,1,2,122212,102124,1,3,3,3,5,2,4,13.72,11,1,1,3,0,1,46,1,48,2,-8,-8,1,1,-8,-8,3,1,1,1,2,2,1,2,2,2,-8,-8,-8,-8,-8,-8,1,1,1,-8,-8,-8,-8,-8,-8,3,7,7,7,7,40,5,4,1,2,2,4,1,2,2,1,15,4,3,3,5,1,2,2,2,2,2,1,2,1,2,1,1,3,3,1,3,3,2,-8,-8,-8,-8,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,2,2,1,1,1,9,10,0,3,3,1,4,3,110969
1,3,1,2,2,127457,102129,1,3,1,1,1,2,4,12.57,0,5,2,-8,-8,1,13,2,-8,-8,-8,-8,-8,-8,-8,-8,2,1,1,1,1,1,1,1,2,1,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,3,5,2,1,1,20,4,3,2,2,2,2,2,2,2,1,5,2,1,4,2,3,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,2,1,3,1,1,2,2,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,3,3,6,6,2,3,2,1,2,4,109394
1,2,0,1,2,117468,102131,1,3,3,3,1,2,4,14.7,20,0,2,-8,-8,1,4,1,42,3,-8,-8,-8,-8,-8,-8,3,1,1,1,2,2,1,1,1,1,-8,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,40,1,2,1,2,2,4,2,1,2,1,20,1,1,2,5,2,2,2,2,2,2,2,2,2,2,2,1,1,3,1,1,3,1,4,1,1,2,2,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,3,0,3,16,0,4,2,2,3,4,107663
1,0,0,1,1,132357,102132,1,1,1,1,5,1,4,9.17,3,0,2,-8,-8,1,85,2,-8,-8,-8,-8,-8,-8,-8,-8,22,2,-8,1,1,2,2,1,1,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,1,1,1,1,-8,-8,-8,-8,35,4,1,1,2,2,2,2,1,2,2,3,4,6,3,1,2,3,3,1,5,2,2,2,1,1,1,1,1,4,1,1,4,2,-8,-8,-8,-8,2,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,3,2,1,0,2,0,4,1,2,1,3,107843
1,0,0,1,2,112493,102146,1,1,1,1,3,1,4,16.05,1,0,2,-8,-8,1,4,2,-8,-8,-8,-8,-8,-8,-8,-8,3,1,1,3,2,1,1,2,2,2,-8,-8,-8,1,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,4,14,14,0,2,35,1,1,2,2,1,2,2,2,1,1,1,2,1,1,3,2,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,1,4,1,1,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,2,5,8,19,7,3,3,1,5,4,105629
3,1,0,1,2,114237,102152,1,3,2,1,4,2,4,17.28,6,0,2,-8,-8,1,4,2,-8,-8,1,-8,-8,-8,1,-8,3,1,1,1,2,1,1,2,1,2,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,3,12,5,5,5,40,3,5,1,2,1,2,2,2,2,1,6,2,1,2,4,3,3,3,3,3,3,3,1,1,3,1,1,1,4,1,1,4,2,-8,-8,-8,-8,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,18,0,3,2,2,3,4,100076
3,0,0,1,1,134254,102154,1,1,2,2,2,1,4,13.42,1,2,2,-8,-8,1,23,2,-8,-8,1,-8,-8,-8,-8,-8,22,1,1,2,2,1,2,1,1,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,1,1,1,1,-8,-8,-8,-8,38,1,2,1,2,2,2,1,2,2,1,3,2,1,1,1,4,3,3,3,3,3,4,2,2,2,1,1,1,2,1,1,2,2,-8,-8,-8,-8,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2,2,8,0,14,0,3,6,2,3,4,101372
3,3,0,1,1,108391,102171,1,3,4,4,1,2,4,15.44,24,1,2,-8,-8,1,24,1,42,3,-8,-8,-8,-8,-8,-8,16,1,1,1,1,1,1,2,1,1,-8,-8,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,4,0,15,5,0,35,2,2,2,2,1,5,1,2,1,1,25,2,1,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,1,2,1,1,2,2,-8,-8,-8,-8,2,2,2,2,1,2,1,2,2,2,1,1,1,2,2,2,2,1,3,28,0,6,0,4,3,1,5,4,103528
3,0,0,1,2,129598,102175,1,1,3,2,2,1,4,10.52,2,0,2,-8,-8,1,33,2,-8,-8,-8,-8,-8,-8,-8,-8,56,1,3,1,2,1,2,2,1,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,1,-8,-8,-8,-8,3,0,5,5,10,35,1,1,1,2,1,3,2,2,1,1,2,1,1,1,1,3,3,3,1,3,3,3,1,1,1,1,1,1,2,1,1,2,2,-8,-8,-8,-8,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2,1,3,2,18,5,4,4,2,3,4,104383
1,0,0,1,2,127757,102180,1,4,4,4,1,2,4,14.29,22,1,2,-8,-8,1,19,1,5,1,-8,1,1,-8,-8,-8,3,1,1,1,1,1,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,42,2,2,2,2,2,5,2,2,2,1,23,1,1,2,3,1,1,1,1,1,1,1,1,1,4,1,1,1,2,1,1,2,1,-8,-8,-8,-8,1,2,1,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,3,15,7,5,5,4,3,1,3,4,108368
3,0,0,1,2,108373,102181,1,2,2,2,1,2,4,13.68,8,0,1,2,0,1,1,1,1,4,-8,-8,-8,-8,-8,-8,3,1,1,2,2,1,2,2,2,2,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,3,10,6,3,3,35,1,2,2,2,2,4,2,2,2,1,10,1,1,1,3,2,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,2,-8,-8,-8,-8,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,5,11,0,4,5,2,4,5,108459
1,2,0,1,2,117812,102182,1,4,4,4,3,2,3,16.07,18,0,2,-8,-8,1,51,1,4,3,-8,-8,-8,-8,-8,-8,35,1,1,1,1,2,1,2,2,1,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,36,3,5,2,2,2,5,2,2,2,1,18,4,1,2,3,4,2,2,2,3,3,2,2,2,3,2,1,1,3,1,1,3,1,3,2,1,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,2,1,5,20,0,4,4,1,4,4,104523
3,1,0,1,2,130994,102182,1,2,3,3,3,2,4,16.07,12,0,2,-8,-8,1,4,1,41,3,-8,-8,-8,-8,-8,-8,3,1,1,1,1,1,2,2,1,2,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,4,5,5,2,2,35,2,5,2,2,2,5,2,2,2,1,12,4,1,2,3,4,2,2,2,3,3,2,2,2,3,2,1,1,3,1,1,3,1,3,2,1,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,2,1,5,20,0,4,4,1,4,4,104523
1,1,0,1,2,123504,102189,1,2,1,1,3,1,4,17.47,2,0,2,-8,-8,1,4,2,-8,-8,-8,-8,-8,-8,-8,-8,3,1,1,1,2,2,1,1,1,2,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,3,7,7,4,4,40,1,1,2,2,2,2,2,1,2,1,2,3,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,3,2,-8,-8,-8,-8,2,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,1,0,0,17,0,4,1,1,1,4,110505
2,2,2,1,2,101135,102190,1,2,2,1,5,1,3,14.25,1,0,2,-8,-8,1,36,2,-8,-8,-8,-8,-8,-8,-8,-8,60,2,-8,3,1,2,1,2,2,1,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,2,-8,-8,-8,-8,45,2,2,2,2,1,2,2,2,2,2,1,4,1,3,5,5,1,1,1,1,1,1,5,1,5,1,1,3,4,1,3,4,1,-8,-8,-8,-8,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,1,3,6,20,0,5,3,2,4,3,107037
2,0,0,1,2,114079,102190,1,2,3,1,5,1,4,14.25,1,0,2,-8,-8,1,45,2,-8,-8,1,-8,-8,-8,-8,-8,3,1,3,3,1,1,1,2,2,2,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,4,0,10,0,2,41,1,1,2,2,1,2,2,2,2,2,1,4,1,3,5,5,1,1,1,1,1,1,5,1,5,1,1,3,4,1,3,4,1,-8,-8,-8,-8,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,1,3,6,20,0,5,3,2,4,3,107037
1,5,0,1,1,131249,102197,1,2,2,2,1,2,4,16.18,4,0,2,-8,-8,1,23,2,-8,-8,-8,-8,-8,-8,-8,-8,49,1,5,1,1,1,1,2,1,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,1,1,1,3,10,10,10,0,37,1,2,1,2,2,3,1,2,2,1,4,2,6,4,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,1,4,1,1,4,2,-8,-8,-8,-8,2,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2,2,3,3,6,0,5,5,1,4,4,105321
1,1,1,1,2,101989,102198,1,1,3,3,2,2,4,18.37,7,0,2,-8,-8,1,12,2,-8,-8,-8,-8,-8,-8,-8,-8,23,1,1,1,2,1,2,1,1,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,1,1,1,1,-8,-8,-8,-8,35,2,1,2,2,2,4,1,2,2,1,7,4,3,1,1,1,1,2,2,2,2,2,2,4,2,2,1,1,3,2,-8,-8,1,-8,-8,-8,-8,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,0,7,7,0,3,4,2,3,5,103604
1,1,0,1,2,107171,102198,1,3,4,4,2,2,5,18.37,23,0,2,-8,-8,1,9,1,67,2,-8,-8,-8,-8,-8,-8,39,1,1,1,1,1,1,2,2,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,1,1,1,1,-8,-8,-8,-8,36,2,2,2,2,2,5,1,2,2,1,23,4,3,1,1,1,1,2,2,2,2,2,2,4,2,2,1,1,3,2,-8,-8,1,-8,-8,-8,-8,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,0,7,7,0,3,4,2,3,5,103604
3,0,0,2,2,128786,102207,1,1,1,1,2,1,4,12.76,1,2,2,-8,-8,1,7,2,-8,-8,-8,-8,-8,-8,-8,-8,6,1,1,1,2,1,2,2,2,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,1,-8,-8,-8,-8,5,1,1,1,2,2,2,2,2,2,1,3,2,1,2,1,3,4,3,1,1,1,1,1,5,5,1,1,1,2,1,1,1,2,-8,-8,-8,-8,2,2,1,2,1,2,1,2,2,1,2,2,2,2,2,2,2,1,2,1,0,26,0,3,4,1,3,4,108964
2,0,0,1,2,100729,102213,1,3,1,1,3,2,4,8.67,4,0,2,-8,-8,1,18,2,-8,-8,-8,-8,-8,-8,-8,-8,18,1,1,1,1,1,1,2,1,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,1,1,1,1,1,1,-8,-8,-8,-8,20,2,1,2,2,1,1,1,2,2,1,4,3,1,4,2,2,4,2,2,5,2,2,5,5,5,5,1,1,4,1,1,4,1,-8,-8,-8,-8,1,1,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2,3,0,0,7,1,3,1,1,1,4,104372
1,5,0,1,1,137017,102213,1,2,1,1,3,1,4,8.67,2,0,2,-8,-8,1,17,2,-8,-8,-8,-8,-8,-8,-8,-8,16,1,1,1,2,2,2,1,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,1,1,1,1,-8,-8,-8,-8,40,1,1,2,2,2,1,2,2,2,2,2,3,1,4,2,2,4,2,2,5,2,2,5,5,5,5,1,1,4,1,1,4,1,-8,-8,-8,-8,1,1,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2,3,0,0,7,1,3,1,1,1,4,104372
1,3,0,1,1,146756,102220,1,3,4,4,3,2,4,14.1,12,0,2,-8,-8,1,24,1,24,3,-8,1,1,-8,-8,-8,64,1,1,1,1,1,1,2,1,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,1,1,1,-8,-8,-8,-8,40,2,3,2,2,1,5,2,2,1,1,12,2,1,2,1,4,4,4,4,4,4,4,2,4,4,4,1,1,2,1,1,2,2,-8,-8,-8,-8,1,2,1,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2,2,1,9,21,0,4,6,1,4,4,106358
2,0,0,1,2,133750,102225,1,3,1,1,1,1,4,31.88,2,0,2,-8,-8,1,4,2,-8,-8,-8,-8,-8,-8,-8,-8,3,1,2,1,2,2,2,2,1,1,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,3,8,5,3,3,40,3,1,2,2,2,2,2,2,2,1,2,4,1,4,4,5,2,3,5,3,3,1,5,2,2,1,1,1,3,1,1,3,1,-8,-8,-8,-8,2,2,1,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,3,1,1,14,1,3,3,1,1,4,103645
1,0,0,1,2,144876,102238,1,3,2,2,3,2,4,16.84,9,0,1,0,16,1,13,2,-8,-8,-8,-8,-8,-8,-8,-8,13,1,1,1,2,1,1,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,1,1,1,-8,-8,-8,-8,1,-8,-8,-8,-8,38,1,5,2,2,2,2,1,2,2,1,25,2,1,3,1,5,3,3,1,3,1,1,1,1,3,3,1,1,3,1,1,3,1,4,2,1,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,1,6,0,16,0,3,3,1,3,4,105583
