F0195,F0196,F0197,FTPT_S,GENDER,CNTLNUM_T,SCHCNTL,label,AGE_T,EARNALL,EARNSCH,MINTCH,NEWTCH,RACETH_T,STU_TCH,T0065,T0066,T0067,T0068,T0069,T0070,T0072,T0080,T0081,T0082,T0084,T0087,T0090,T0093,T0096,T0099,T0102,T0103,T0104,T0120,T0179,T0180,T0181,T0182,T0183,T0184,T0191,T0192,T0193,T0194,T0195,T0196,T0197,T0198,T0199,T0200,T0201,T0202,T0203,T0204,T0205,T0206,T0209,T0210,T0211,T0212,T0273,T0339,T0340,T0341,T0343,T0345,T0347,T0348,T0350,T0352,T0355,TOTEXPER,MINENR,PGMTYPE,REGION,S0265,S0266,S0267,S0268,S0269,S0270,S0271,S0272,S0273,S0274,S0275,S0276,S0282,S0283,S0284,S0285,S0286,S0287,S0288,S0290,S0306,S0307,S0308,S1611,S1612,S1613,S1614,S1615,S1616,S1617,S1618,S1619,S1620,S1621,S1622,S1623,S1624,S1625,S1626,S1627,SCHLEVEL,URBANIC,A0053,A0054,A0055,A0056,A0225,A0226,A0227,AGE_P,RACETH_P,CNTLNUM_P
2,0,0,1,2,147901,102238,1,4,2,2,3,2,4,16.84,10,0,1,10,0,1,12,1,41,2,-8,-8,-8,-8,-8,-8,23,1,1,1,1,1,1,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,1,-8,-8,-8,-8,38,3,2,2,2,2,4,2,2,2,2,20,2,1,3,1,5,3,3,1,3,1,1,1,1,3,3,1,1,3,1,1,3,1,4,2,1,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,1,6,0,16,0,3,3,1,3,4,105583
3,0,0,1,2,125945,102242,1,1,2,2,5,1,4,16.31,1,0,2,-8,-8,1,49,2,-8,-8,-8,1,-8,-8,-8,-8,2,2,-8,3,1,1,1,2,2,2,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,3,10,5,2,2,40,1,1,2,2,1,2,1,1,2,2,1,4,3,3,3,3,1,1,1,1,1,1,4,1,3,1,1,1,4,1,1,4,1,-8,-8,-8,-8,2,1,2,2,1,2,1,2,2,2,1,1,1,1,2,2,2,1,1,7,1,5,0,5,3,2,3,4,106501
1,1,0,1,1,131283,102259,1,4,3,3,2,2,4,19.77,18,1,2,-8,-8,1,20,2,-8,-8,-8,-8,-8,-8,-8,-8,3,1,1,1,1,1,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,3,8,4,3,2,35,3,3,2,2,2,4,1,2,2,1,19,2,1,4,3,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,-8,-8,-8,-8,1,2,1,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,2,9,9,14,0,3,4,2,5,4,109535
1,1,0,1,2,111933,102275,1,4,2,2,1,2,4,20.75,16,0,1,9,4,1,4,1,31,1,-8,-8,-8,1,-8,-8,3,1,1,1,1,2,1,2,1,2,-8,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,3,8,4,4,4,35,3,4,2,2,2,4,2,1,2,1,29,1,1,1,3,4,3,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1,1,-8,-8,-8,-8,2,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,2,4,0,20,4,4,2,2,5,4,101126
3,0,0,1,2,115959,102297,1,1,2,2,4,1,4,14.19,2,0,2,-8,-8,1,59,1,22,4,-8,-8,-8,-8,-8,-8,32,1,3,1,1,2,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,1,1,-8,-8,-8,-8,-8,4,0,4,0,22,40,1,2,2,2,2,4,2,2,1,1,2,4,3,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,1,4,1,1,4,2,-8,-8,-8,-8,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,1,3,1,6,0,14,6,3,4,2,2,4,109014
1,0,0,1,2,121282,102318,1,2,1,1,3,1,4,18.18,1,0,2,-8,-8,1,4,2,-8,-8,-8,-8,-8,-8,-8,-8,3,1,1,3,2,2,2,2,1,1,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,3,8,6,2,2,38,1,1,2,2,2,1,2,2,2,2,1,1,1,3,3,3,2,2,1,2,2,2,1,1,2,2,1,2,4,1,2,4,2,-8,-8,-8,-8,2,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,3,4,1,15,0,3,2,1,2,4,101287
1,0,0,2,2,103584,102342,1,4,2,2,1,2,4,15.54,15,1,2,-8,-8,1,18,2,-8,-8,-8,-8,-8,-8,-8,-8,18,1,1,1,1,1,1,1,2,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,1,-8,-8,-8,-8,1,-8,-8,-8,-8,17,2,1,2,2,2,4,2,2,2,1,16,1,1,1,1,3,4,2,2,4,4,1,1,4,4,1,1,1,3,1,1,3,2,-8,-8,-8,-8,1,2,2,2,1,1,1,2,2,2,1,1,1,2,1,2,2,2,3,6,7,12,0,3,3,2,4,4,106658
1,2,0,1,1,131748,102390,1,1,1,1,3,1,4,14.41,2,0,2,-8,-8,1,84,2,-8,-8,-8,-8,-8,-8,-8,-8,23,1,1,1,2,1,1,2,1,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,1,1,1,-8,-8,-8,-8,40,2,1,2,2,2,1,1,2,2,2,2,4,1,3,4,2,4,3,4,5,5,5,1,2,4,4,1,3,4,1,3,4,1,-8,-8,-8,-8,1,1,1,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,3,2,1,3,10,0,3,2,1,3,4,110985
1,1,0,1,2,100379,102405,1,1,2,2,2,1,4,14.63,2,0,2,-8,-8,1,4,2,-8,-8,-8,-8,-8,-8,-8,-8,3,1,3,1,1,1,2,2,1,2,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,3,15,5,2,2,35,2,3,2,2,2,4,2,2,2,1,2,2,1,2,5,1,1,1,1,1,1,1,5,1,1,1,1,1,3,1,1,3,1,4,1,1,1,1,1,1,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,2,13,8,6,0,3,4,1,4,4,105138
3,1,0,1,2,119959,102416,1,3,3,3,3,2,4,18.39,14,6,2,-8,-8,1,15,1,85,3,-8,-8,-8,-8,-8,-8,64,1,5,1,1,1,2,2,1,1,-8,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,4,5,0,1,15,40,1,2,2,2,2,5,2,2,2,1,20,4,1,4,3,5,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,4,2,-8,-8,-8,-8,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,2,3,0,8,0,4,3,1,1,4,110010
1,3,0,1,2,129837,102416,1,2,2,2,3,2,4,18.39,3,0,1,2,0,1,73,2,-8,-8,-8,-8,-8,1,-8,-8,2,1,1,1,2,2,2,2,2,2,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,4,14,6,1,1,40,5,1,1,2,2,3,2,2,2,1,5,4,1,4,3,5,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,4,2,-8,-8,-8,-8,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,2,3,0,8,0,4,3,1,1,4,110010
3,0,0,1,2,146122,102416,1,1,2,2,3,1,4,18.39,1,0,2,-8,-8,1,88,2,-8,-8,-8,-8,-8,-8,-8,-8,2,1,2,3,1,1,1,1,1,2,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,3,6,4,2,2,40,1,1,1,2,2,2,2,1,2,1,1,4,1,4,3,5,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,4,2,-8,-8,-8,-8,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,2,3,0,8,0,4,3,1,1,4,110010
1,0,0,1,2,112767,102425,1,2,1,1,1,1,4,6.0,2,0,2,-8,-8,1,4,2,-8,-8,-8,-8,-8,-8,-8,-8,3,1,1,1,1,1,1,2,1,1,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,3,7,5,3,3,40,2,2,2,2,2,1,2,2,2,1,2,1,1,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2,-8,-8,-8,-8,-8,2,-8,-8,-8,-8,2,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,3,32,0,4,0,3,2,1,5,4,108448
1,1,0,1,2,126917,102429,1,4,4,4,2,2,4,18.85,28,0,2,-8,-8,1,4,1,4,1,-8,-8,-8,-8,-8,-8,2,1,1,1,1,1,1,2,1,1,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,3,17,9,5,5,35,2,2,2,1,1,5,1,2,2,1,28,1,1,1,3,2,1,1,1,1,1,1,1,1,2,1,1,1,3,1,1,1,1,1,1,2,2,2,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,2,2,3,17,0,4,3,2,3,4,107274
1,2,1,1,2,133301,102429,1,1,1,1,2,1,4,18.85,1,0,2,-8,-8,1,25,2,-8,-8,-8,-8,-8,-8,-8,-8,55,1,2,1,1,1,2,1,1,1,-8,-8,-8,-8,1,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,4,20,20,0,0,38,2,1,2,2,1,2,2,2,2,1,1,1,1,1,3,2,1,1,1,1,1,1,1,1,2,1,1,1,3,1,1,1,1,1,1,2,2,2,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,2,2,3,17,0,4,3,2,3,4,107274
1,0,0,1,2,147592,102450,1,1,2,2,1,1,4,12.59,2,0,2,-8,-8,1,19,1,19,4,-8,-8,-8,-8,-8,-8,20,1,1,1,1,1,2,2,1,1,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,4,0,0,0,0,38,1,1,2,2,2,3,2,2,2,1,2,2,1,2,3,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,2,1,-8,-8,-8,-8,2,2,1,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,2,1,0,2,0,5,5,1,1,4,103302
1,0,0,1,2,124040,102483,1,1,1,1,2,1,4,10.83,1,0,2,-8,-8,1,17,2,-8,-8,-8,-8,-8,-8,-8,-8,16,1,2,3,1,1,1,2,1,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,1,1,1,1,1,1,-8,-8,-8,-8,40,2,2,2,2,2,1,2,1,2,1,1,2,1,4,3,5,5,4,2,3,3,3,5,2,2,2,1,2,4,1,2,4,1,3,1,2,2,2,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2,3,6,0,25,0,3,1,2,4,4,100797
1,1,0,1,2,105875,102507,1,3,3,3,4,2,5,13.66,21,0,2,-8,-8,1,4,1,4,2,1,-8,-8,-8,-8,-8,3,1,1,1,1,1,1,2,1,1,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,40,4,2,2,2,2,4,2,1,2,2,21,4,1,3,4,2,2,2,2,2,2,2,2,1,2,1,1,1,4,1,1,4,1,-8,-8,-8,-8,2,2,2,2,1,2,1,2,2,2,1,1,1,2,2,2,2,1,3,0,0,9,0,3,1,2,1,4,109829
1,4,2,1,2,131402,102511,1,1,2,2,1,2,4,28.91,5,0,2,-8,-8,1,4,2,-8,-8,-8,-8,-8,-8,-8,-8,3,1,1,1,1,1,1,2,1,2,-8,-8,-8,-8,-8,-8,-8,-8,1,1,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,36,3,3,2,2,2,3,1,2,2,1,5,1,1,2,1,2,2,2,2,2,2,2,1,2,2,2,1,1,2,1,1,2,2,-8,-8,-8,-8,2,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,3,3,25,0,4,0,3,3,1,4,4,110937
2,2,0,1,2,115607,102526,1,3,2,2,1,2,4,16.2,23,0,2,-8,-8,1,4,1,88,3,-8,-8,-8,-8,-8,-8,2,1,1,1,2,1,1,2,2,2,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,3,8,4,2,2,38,5,2,2,2,2,4,2,2,2,2,23,2,1,3,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,1,3,1,1,3,2,-8,-8,-8,-8,2,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,3,14,5,13,18,3,2,2,5,4,100110
1,2,0,1,1,141139,102527,1,3,3,3,2,2,4,25.8,20,0,2,-8,-8,1,19,1,44,4,1,-8,-8,-8,-8,-8,32,2,-8,1,1,1,2,2,1,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,1,1,1,1,-8,-8,-8,-8,40,2,2,2,2,2,4,2,2,2,1,20,2,1,4,1,4,3,3,2,3,2,2,4,3,4,2,1,1,2,1,1,2,2,-8,-8,-8,-8,2,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2,1,3,0,13,0,3,5,1,2,4,106544
1,3,0,1,2,124372,102533,1,3,3,3,4,2,5,11.72,16,2,2,-8,-8,1,45,2,-8,-8,-8,-8,-8,-8,-8,-8,2,1,1,1,1,1,1,2,2,1,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,3,1,1,0,1,35,1,1,1,2,2,5,1,2,2,1,18,4,1,4,5,2,2,2,1,2,2,2,1,1,2,1,1,1,4,1,1,4,1,-8,-8,-8,-8,2,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,3,5,0,5,0,4,2,2,1,4,105295
1,0,0,1,2,144478,102533,1,1,2,2,4,2,4,11.72,3,0,1,1,0,1,72,1,19,4,1,-8,-8,-8,-8,-8,16,2,-8,2,1,2,1,2,1,1,-8,-8,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,38,4,4,2,2,2,3,2,2,2,2,4,4,1,4,5,2,2,2,1,2,2,2,1,1,2,1,1,1,4,1,1,4,1,-8,-8,-8,-8,2,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,3,5,0,5,0,4,2,2,1,4,105295
1,1,0,1,2,113154,102535,1,1,2,2,2,1,2,16.54,1,0,2,-8,-8,1,4,2,-8,-8,-8,-8,-8,-8,-8,-8,3,1,1,1,2,1,2,2,2,2,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,3,5,5,4,2,35,2,2,1,2,2,2,2,2,2,1,1,2,1,2,4,4,1,1,1,1,1,1,1,4,5,1,1,1,3,1,1,3,1,-8,-8,-8,-8,1,2,1,2,1,2,1,2,2,1,1,1,1,1,1,1,1,1,2,2,2,15,0,3,4,1,2,4,101263
3,0,0,1,2,121183,102539,1,4,4,4,5,2,3,14.39,25,0,2,-8,-8,1,8,1,36,4,1,-8,-8,-8,-8,-8,3,1,1,1,1,2,1,2,2,1,-8,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,3,4,5,3,0,37,5,4,1,1,1,5,1,2,2,1,25,4,1,2,5,5,2,2,2,2,2,2,2,1,4,1,1,1,4,1,1,4,1,-8,-8,-8,-8,2,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,2,2,4,10,0,3,2,1,1,5,108385
1,3,0,1,2,142078,102540,1,4,3,3,1,2,4,12.29,29,0,2,-8,-8,1,4,2,-8,-8,-8,-8,-8,-8,-8,-8,3,1,1,1,2,1,1,2,1,1,-8,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,4,12,12,2,1,35,2,2,2,2,2,5,2,2,2,2,29,1,1,1,3,2,1,1,1,1,1,1,2,1,2,1,1,3,3,1,1,3,1,3,1,1,2,1,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,3,1,0,24,1,4,2,2,3,4,106924
3,0,0,1,2,111593,102545,1,1,2,2,1,1,4,9.92,1,1,2,-8,-8,1,25,2,-8,-8,-8,-8,-8,-8,-8,-8,2,1,1,1,1,2,2,2,2,2,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,3,5,5,3,3,35,1,1,1,2,2,3,2,2,2,1,2,3,1,1,3,3,1,1,1,1,1,1,2,1,3,1,1,1,1,1,1,1,2,-8,-8,-8,-8,2,2,1,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,2,1,0,19,0,4,4,2,2,4,102113
3,0,0,1,1,116688,102554,1,2,2,2,4,1,4,15.95,3,0,2,-8,-8,1,67,2,-8,-8,1,-8,-8,-8,-8,-8,41,1,1,1,2,2,1,2,2,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,1,1,1,1,-8,-8,-8,-8,40,4,5,2,2,1,3,2,2,1,1,3,4,1,3,1,5,4,3,4,5,4,3,4,4,3,3,1,1,3,1,1,3,2,-8,-8,-8,-8,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,2,19,0,4,6,1,5,4,102809
3,0,0,1,1,122088,102554,1,2,2,2,4,1,4,15.95,3,0,2,-8,-8,1,17,1,57,3,-8,-8,-8,-8,-8,-8,16,1,1,1,2,2,1,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,1,1,1,1,-8,-8,-8,-8,40,2,3,2,2,2,4,2,1,2,2,3,4,1,3,1,5,4,3,4,5,4,3,4,4,3,3,1,1,3,1,1,3,2,-8,-8,-8,-8,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,2,19,0,4,6,1,5,4,102809
1,3,2,1,2,116076,102571,1,2,3,3,2,2,4,15.53,10,1,1,4,0,1,4,1,41,3,-8,-8,-8,-8,-8,-8,3,1,1,1,1,1,2,2,1,2,-8,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,4,8,5,5,5,35,2,1,2,2,2,5,2,2,2,1,15,3,1,2,3,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,2,-8,-8,-8,-8,2,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,2,6,0,18,0,4,5,2,5,4,104653
3,0,0,2,2,124426,102571,1,4,4,4,2,2,4,15.53,26,2,2,-8,-8,1,47,1,18,1,-8,-8,-8,-8,-8,-8,18,1,1,1,2,2,1,2,1,1,-8,-8,1,1,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,9,2,2,2,2,2,5,2,2,2,1,28,3,1,2,3,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,2,-8,-8,-8,-8,2,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,2,6,0,18,0,4,5,2,5,4,104653
1,1,0,2,2,120646,102574,1,4,3,3,2,2,4,14.28,15,0,1,0,4,1,52,1,88,4,-8,-8,-8,-8,-8,-8,64,1,1,1,1,1,1,2,1,1,-8,-8,-8,-8,-8,1,1,1,1,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,35,2,2,2,2,1,4,1,2,2,1,19,2,1,1,3,1,1,1,1,1,1,1,3,2,2,1,3,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,2,2,1,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,2,11,2,13,0,3,6,1,4,4,105366
2,1,0,1,2,137769,102585,1,2,2,2,4,1,4,21.12,3,0,2,-8,-8,1,67,1,4,4,-8,-8,-8,-8,-8,-8,3,1,1,1,1,1,1,2,1,2,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,3,13,5,2,1,38,1,1,1,2,2,3,2,2,2,1,3,4,1,3,5,1,1,1,1,4,1,1,1,1,1,1,1,3,4,1,3,4,1,-8,-8,-8,-8,1,2,1,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,2,3,1,14,0,4,4,2,3,4,103969
3,0,0,1,2,110164,102591,1,1,2,2,4,2,4,19.85,4,0,2,-8,-8,1,11,2,-8,-8,-8,-8,-8,-8,-8,-8,57,1,4,1,1,2,2,2,1,2,-8,-8,1,1,1,1,1,-8,-8,-8,-8,-8,-8,-8,-8,3,8,5,2,2,40,5,4,2,1,1,2,2,1,2,1,4,4,1,3,3,1,1,1,1,1,1,1,5,1,1,1,1,1,4,1,1,4,2,-8,-8,-8,-8,1,1,2,1,1,2,1,2,2,1,1,1,1,2,1,2,2,1,1,1,0,20,0,5,4,2,4,3,108333
3,0,0,2,2,134150,102597,1,1,1,1,1,1,4,18.9,1,2,2,-8,-8,1,55,2,-8,-8,-8,-8,-8,-8,-8,-8,30,1,1,1,2,2,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,1,-8,-8,-8,-8,25,1,1,2,2,1,1,2,2,1,1,3,3,1,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,1,1,1,1,1,2,-8,-8,-8,-8,1,2,2,2,1,2,1,2,2,2,1,1,1,2,2,2,1,2,3,4,2,25,6,4,3,1,4,4,100640
1,5,0,1,2,127447,102600,1,3,2,2,2,2,4,17.44,18,1,2,-8,-8,1,4,2,-8,-8,-8,-8,-8,-8,-8,-8,16,1,1,1,1,1,1,2,1,1,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,38,1,1,2,2,2,4,2,2,1,2,19,1,1,3,4,4,1,1,1,1,1,1,1,5,6,1,1,1,1,1,1,1,2,-8,-8,-8,-8,1,2,1,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,2,2,10,17,0,5,3,1,4,4,103809
1,0,0,1,2,145718,102600,1,1,1,1,2,1,4,17.44,1,0,2,-8,-8,1,4,2,-8,-8,-8,-8,-8,-8,-8,-8,30,2,-8,3,1,2,2,2,2,1,-8,-8,1,1,1,1,1,-8,-8,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,38,2,5,1,2,2,1,2,2,2,1,1,1,1,3,4,4,1,1,1,1,1,1,1,5,6,1,1,1,1,1,1,1,2,-8,-8,-8,-8,1,2,1,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,2,2,10,17,0,5,3,1,4,4,103809
1,3,0,1,2,114680,102610,1,1,2,1,1,1,4,6.67,1,0,2,-8,-8,1,25,2,-8,-8,-8,-8,-8,-8,-8,-8,49,1,1,1,1,1,2,2,1,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,1,1,1,-8,-8,3,7,0,7,5,40,1,5,1,2,2,2,2,2,1,1,1,4,6,2,1,4,1,3,1,5,5,1,1,1,1,1,1,1,4,2,-8,-8,1,-8,-8,-8,-8,2,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,3,2,11,5,7,0,4,2,2,4,4,103291
3,0,0,2,1,137851,102610,1,2,3,2,1,2,3,6.67,11,1,2,-8,-8,1,50,2,-8,-8,-8,1,-8,-8,-8,-8,64,2,-8,1,1,1,1,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,40,2,3,1,1,1,3,2,2,1,1,12,4,6,2,1,4,1,3,1,5,5,1,1,1,1,1,1,1,4,2,-8,-8,1,-8,-8,-8,-8,2,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,3,2,11,5,7,0,4,2,2,4,4,103291
1,2,0,1,2,124309,102612,1,2,1,1,5,2,3,12.06,5,2,2,-8,-8,1,81,1,42,3,-8,-8,-8,-8,-8,-8,2,1,1,1,1,1,2,2,2,2,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,3,5,6,5,5,40,1,1,2,2,2,2,2,2,2,1,7,4,1,3,4,4,1,1,1,1,1,1,1,1,3,1,1,3,4,1,3,4,1,-8,-8,-8,-8,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,0,20,0,3,3,2,3,3,103316
1,0,0,1,2,102607,102614,1,2,2,2,3,2,4,19.21,8,0,1,1,0,1,84,1,23,3,-8,-8,-8,-8,-8,-8,22,1,1,1,2,1,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,1,-8,-8,-8,-8,38,4,5,2,2,2,3,1,1,2,2,9,3,1,3,4,4,2,3,2,3,3,2,2,2,2,2,1,1,2,2,-8,-8,2,-8,-8,-8,-8,1,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,2,0,2,21,0,3,3,2,3,4,109385
1,2,2,1,2,124895,102614,1,1,2,2,3,1,5,19.21,3,0,2,-8,-8,1,49,1,49,4,-8,-8,-8,-8,-8,-8,23,1,1,1,1,1,2,2,1,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,1,-8,-8,-8,-8,40,5,1,2,2,2,3,1,2,2,1,3,3,1,3,4,4,2,3,2,3,3,2,2,2,2,2,1,1,2,2,-8,-8,2,-8,-8,-8,-8,1,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,2,0,2,21,0,3,3,2,3,4,109385
1,4,2,1,1,126253,102614,1,1,2,2,3,2,5,19.21,6,0,1,0,1,1,19,2,-8,-8,-8,-8,-8,-8,-8,-8,20,1,1,1,2,1,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,40,2,3,2,1,2,2,1,1,2,2,7,3,1,3,4,4,2,3,2,3,3,2,2,2,2,2,1,1,2,2,-8,-8,2,-8,-8,-8,-8,1,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,2,0,2,21,0,3,3,2,3,4,109385
1,4,0,1,2,129397,102614,1,2,2,2,3,2,4,19.21,6,0,2,-8,-8,1,49,1,12,3,-8,-8,-8,-8,-8,-8,23,1,1,1,1,1,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,1,-8,-8,-8,-8,38,3,3,2,2,2,3,2,1,2,2,6,3,1,3,4,4,2,3,2,3,3,2,2,2,2,2,1,1,2,2,-8,-8,2,-8,-8,-8,-8,1,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,2,0,2,21,0,3,3,2,3,4,109385
